winner_type_1,winner_type_2,winner_fast_move,winner_charge_move_1,winner_charge_move_2,winner_fast_move_type,winner_charge_move_1_type,winner_charge_move_2_type,winner_dex,winner_attack,winner_defense,winner_stamina,winner_overall,loser_type_1,loser_type_2,loser_fast_move,loser_charge_move_1,loser_charge_move_2,loser_fast_move_type,loser_charge_move_1_type,loser_charge_move_2_type,loser_dex,loser_attack,loser_defense,loser_stamina,loser_overall
fighting,ghost,Counter,Rage Fist,Close Combat,fighting,fighting,ice,979,123.9,106.3,137,86.8,bug,steel,Bug Bite,X-Scissor,Stone Edge,steel,dark,grass,632,135.9,121.2,100,72.8
normal,flying,Quick Attack,Fly,Close Combat,fighting,fighting,ice,398,140.4,90.8,124,75.4,ice,none,Ice Fang,Avalanche,Superpower,steel,dark,grass,555,151.3,71.4,137,62.7
grass,none,Razor Leaf,Grass Knot,Earth Power,fighting,fighting,ice,812,133.5,97.7,129,66.0,ground,steel,Mud Shot,Rock Slide,Earthquake,steel,dark,grass,618,101.8,127.9,169,85.3
electric,steel,Thunder Shock,Fell Stinger,Wild Charge,fighting,fighting,ice,777,132.1,105.6,121,89.8,fire,rock,Fire Fang,Wild Charge,Rock Slide,steel,dark,grass,59,132.4,100.0,127,66.0
fire,flying,Fire Spin,Sky Attack,Ancient Power,fighting,fighting,ice,146,136.3,102.6,117,68.6,water,none,Rollout,Scald,Body Slam,steel,dark,grass,320,117.4,68.3,239,81.1
electric,none,Thunder Shock,Wild Charge,Shadow Ball,fighting,fighting,ice,243,130.9,110.1,118,79.4,psychic,none,Confusion,Psyshock,Dazzling Gleam,steel,dark,grass,857,123.2,115.3,127,62.8
water,ground,Mud Shot,Aqua Tail,Stone Edge,fighting,fighting,ice,195,111.3,112.0,161,88.9,water,none,Mud Slap,Liquidation,Surf,steel,dark,grass,961,151.8,107.2,90,61.0
flying,steel,Sand Attack,Sky Attack,Iron Head,fighting,fighting,ice,823,107.6,128.1,151,91.6,ground,normal,Tackle,Swift,High Horsepower,steel,dark,grass,901,126.2,97.2,145,67.5
fire,none,Ember,Superpower,Flamethrower,fighting,fighting,ice,136,141.7,110.0,100,68.8,grass,none,Razor Leaf,Grass Knot,Energy Ball,normal,normal,ground,811,124.7,108.5,133,66.5
normal,flying,Gust,Air Cutter,Brave Bird,fighting,fighting,ice,18,117.2,113.8,143,79.0,water,ground,Mud Shot,Mud Bomb,Scald,normal,normal,ground,340,107.6,107.6,178,86.4
bug,steel,Bug Bite,X-Scissor,Stone Edge,fighting,fighting,ice,632,135.9,121.2,100,72.8,bug,flying,Air Slash,Air Cutter,Lunge,normal,normal,ground,284,130.3,107.8,122,63.4
dark,none,Sucker Punch,Night Slash,Play Rough,fighting,fighting,ice,828,121.7,123.1,123,84.6,ghost,flying,Hex,Icy Wind,Shadow Ball,normal,normal,ground,425,110.9,79.8,186,79.4
water,fighting,Wing Attack,Close Combat,Aqua Jet,fighting,fighting,ice,914,137.9,97.1,121,72.4,grass,none,Vine Whip,Grass Knot,Crunch,normal,normal,ground,512,136.6,94.5,126,65.6
normal,flying,Gust,Air Cutter,Brave Bird,fighting,fighting,ice,18,117.2,113.8,143,79.0,water,none,Mud Slap,Mud Bomb,Body Slam,normal,normal,ground,422,99.2,100.8,166,68.4
water,dark,Water Shuriken,Hydro Cannon,Night Slash,fighting,fighting,ice,658,139.6,101.6,113,86.3,poison,fire,Incinerate,Poison Fang,Dragon Pulse,normal,normal,ground,758,146.6,90.9,114,81.9
ground,none,Mud Slap,Trailblaze,Body Slam,fighting,fighting,ice,232,125.8,112.0,126,83.6,water,none,Water Gun,Weather Ball (Water),Thunder,normal,normal,ground,351,113.4,119.6,146,81.7
psychic,none,Charge Beam,Psyshock,Dazzling Gleam,fighting,fighting,ice,517,105.9,89.9,166,46.6,bug,flying,Bug Bite,Dynamic Punch,Aerial Ace,bug,fighting,flying,166,101.9,161.2,134,83.2
flying,dark,Sucker Punch,Fly,Rock Tomb,fighting,fighting,ice,962,128.0,115.3,118,80.9,normal,none,Lick,Body Slam,Superpower,bug,fighting,flying,143,108.4,101.7,187,76.3
water,none,Rollout,Scald,Body Slam,fighting,fighting,ice,320,117.4,68.3,239,81.1,fire,bug,Ember,Lunge,Crunch,bug,fighting,flying,851,129.3,98.3,136,76.8
ground,none,Mud Slap,Mud Bomb,Stone Edge,fighting,fighting,ice,51,136.4,120.5,99,76.4,fire,none,Karate Chop,Fire Punch,Thunderbolt,bug,fighting,flying,467,141.4,103.4,108,76.3
electric,none,Thunder Shock,Thunder Punch,Return,fighting,fighting,ice,125,130.9,112.6,115,72.5,water,none,Water Gun,Aqua Tail,Icy Wind,bug,fighting,flying,86,84.0,114.3,149,63.9
steel,poison,Metal Sound,Gyro Ball,Gunk Shot,fighting,fighting,ice,965,116.0,102.5,120,53.4,ground,none,Sand Attack,Scorching Sands,Crunch,bug,fighting,flying,328,148.7,78.1,120,61.6
rock,water,Mud Shot,Rock Slide,Hydro Pump,fighting,fighting,ice,139,126.1,128.4,109,61.2,steel,rock,Metal Sound,Rock Tomb,Body Slam,bug,fighting,flying,304,114.3,131.1,127,83.5
grass,dragon,Dragon Breath,Fly,Seed Bomb,fighting,fighting,ice,841,138.8,100.8,115,66.1,dragon,none,Dragon Tail,Dragon Claw,Night Slash,bug,fighting,flying,621,131.4,110.5,117,76.5
steel,fairy,Fairy Wind,Iron Head,Play Rough,fighting,fighting,ice,303,125.9,121.2,117,77.4,ice,none,Ice Shard,Avalanche,Icy Wind,bug,fighting,flying,471,137.2,124.1,96,63.0
grass,fairy,Astonish,Moonblast,Seed Bomb,fighting,fighting,ice,756,116.8,132.3,124,73.2,psychic,none,Confusion,Psyshock,Surf,bug,fighting,flying,79,104.2,95.0,186,65.5
ghost,none,Astonish,Night Shade,Power Gem,fighting,fighting,ice,222,99.6,162.1,139,92.3,ice,steel,Powder Snow,Night Slash,Blizzard,bug,fighting,flying,27,117.6,121.0,127,75.8
water,psychic,Water Gun,Surf,Psychic,fighting,fighting,ice,199,113.4,120.9,143,67.2,ice,water,Powder Snow,Icicle Spear,Earthquake,bug,fighting,flying,365,113.1,114.3,153,83.6
electric,none,Charge Beam,Trailblaze,Discharge,fighting,fighting,ice,180,121.9,99.8,151,59.2,fairy,none,Fairy Wind,Moonblast,Trailblaze,ice,ice,ground,671,120.1,142.1,109,83.4
ghost,poison,Shadow Claw,Shadow Punch,Sludge Bomb,fighting,fighting,ice,94,156.6,94.3,97,80.7,water,none,Water Gun,Aqua Tail,Last Resort,ice,ice,ground,134,119.0,97.2,163,77.3
ice,none,Astonish,Avalanche,Flash Cannon,fighting,fighting,ice,584,131.5,116.8,110,62.7,ghost,fire,Ember,Energy Ball,Flame Burst,ice,ice,ground,608,133.3,97.1,130,60.7
electric,grass,Thunder Shock,Thunderbolt,Ominous Wind,fighting,fighting,ice,479,129.2,143.2,93,61.6,ice,none,Astonish,Icy Wind,Signal Beam,ice,ice,ground,583,124.1,119.3,122,69.9
bug,steel,Bug Bite,Drill Run,Razor Shell,fighting,fighting,ice,589,133.9,116.8,107,77.1,dark,normal,Quick Attack,Crunch,Return,ice,ice,ground,20,107.5,130.7,148,78.8
grass,none,Quick Attack,Leaf Blade,Aerial Ace,fighting,fighting,ice,253,137.4,101.7,117,73.4,fire,bug,Ember,Lunge,Crunch,ice,ice,ground,851,129.3,98.3,136,76.8
steel,none,Metal Sound,Thunderbolt,Vise Grip,fighting,fighting,ice,600,114.1,137.0,125,76.3,water,none,Water Gun,Water Pulse,Psychic,ice,ice,ground,368,136.9,118.5,101,54.4
dark,dragon,Dragon Tail,Brutal Swing,Sludge Bomb,fighting,fighting,ice,799,113.3,65.5,266,86.3,grass,none,Vine Whip,Grass Knot,Sludge Bomb,ice,ice,ground,114,125.0,121.7,117,65.6
grass,ice,Powder Snow,Ice Beam,Energy Ball,fighting,fighting,ice,459,109.2,100.8,142,58.5,ground,ghost,Mud Slap,Shadow Punch,Dynamic Punch,ice,ice,ground,623,133.9,96.7,129,87.3
electric,fairy,Thunder Shock,Parabolic Charge,Play Rough,fighting,fighting,ice,702,124.2,108.7,133,90.3,grass,none,Leafage,Grass Knot,Play Rough,ice,ice,ground,907,124.9,111.0,129,58.1
fairy,none,Charm,Moonblast,Thunderbolt,fighting,fighting,ice,683,116.5,108.0,153,77.8,grass,none,Vine Whip,Grass Knot,Wrap,ice,ice,ground,496,107.2,137.4,142,79.4
rock,ground,Rock Throw,Breaking Swipe,Stone Edge,fighting,fighting,ice,95,84.0,207.6,105,64.8,fire,none,Fire Fang,Wild Charge,Psychic Fangs,grass,grass,normal,59,132.7,104.0,122,78.5
grass,none,Vine Whip,Power Whip,Rock Slide,fighting,fighting,ice,465,121.8,112.0,135,72.1,rock,psychic,Psywave,Rock Slide,Moonblast,grass,grass,normal,337,119.8,108.8,143,74.8
electric,steel,Volt Switch,Magnet Bomb,Discharge,fighting,fighting,ice,81,148.7,113.4,89,75.9,ice,none,Astonish,Avalanche,Flash Cannon,grass,grass,normal,584,131.5,116.8,110,62.7
psychic,none,Psycho Cut,Shadow Ball,Dazzling Gleam,fighting,fighting,ice,64,163.7,90.1,92,39.6,fire,fighting,Fire Spin,Blaze Kick,Blast Burn,grass,grass,normal,257,144.4,90.8,118,72.2
bug,flying,Fury Cutter,Aerial Ace,Night Slash,fighting,fighting,ice,123,134.9,110.7,111,79.5,grass,none,Vine Whip,Body Slam,Seed Bomb,grass,grass,normal,650,105.0,101.7,136,59.0
ground,steel,Mud Slap,Drill Run,Rock Slide,fighting,fighting,ice,530,142.7,78.8,139,75.9,dragon,ice,Ice Fang,Avalanche,Dragon Claw,grass,grass,normal,998,136.2,96.2,125,74.5
bug,steel,Fury Cutter,X-Scissor,Techno Blast (Normal),fighting,fighting,ice,649,141.1,111.7,100,82.6,dragon,ghost,Astonish,Shadow Ball,Outrage,grass,grass,normal,886,131.0,92.6,141,68.2
psychic,none,Confusion,Psyshock,Return,fighting,fighting,ice,96,87.4,126.9,142,55.2,fighting,none,Tackle,Body Slam,Crunch,grass,grass,normal,674,123.3,100.2,147,57.9
bug,grass,Bug Bite,Energy Ball,Silver Wind,fighting,fighting,ice,541,106.7,147.9,133,72.1,bug,electric,Volt Switch,X-Scissor,Fly,grass,grass,normal,738,146.4,94.4,111,71.2
psychic,none,Confusion,Shadow Ball,Thunder Punch,fighting,fighting,ice,97,103.7,140.8,148,74.8,ground,none,Sand Attack,Weather Ball (Rock),Scorching Sands,grass,rock,ground,450,116.2,116.8,141,84.2
grass,dark,Leafage,Night Slash,Frenzy Plant,fighting,fighting,ice,908,141.6,95.0,118,72.1,ice,psychic,Confusion,Ice Punch,Triple Axel,ground,rock,ground,122,131.2,127.7,102,57.9
ice,none,Powder Snow,Ice Punch,Liquidation,fighting,fighting,ice,614,134.9,94.6,129,69.6,fighting,flying,Poison Jab,Flying Press,Aerial Ace,ground,rock,ground,701,128.9,108.8,124,78.9
ghost,grass,Astonish,Grass Knot,Foul Play,fighting,fighting,ice,710,115.1,116.8,119,74.3,bug,none,Bug Bite,Rock Tomb,Return,ground,rock,ground,204,103.4,115.1,127,61.7
steel,psychic,Metal Sound,Psyshock,Payback,fighting,fighting,ice,437,111.3,151.8,119,86.7,water,poison,Poison Sting,Wrap,Water Pulse,ground,rock,ground,72,94.1,137.8,113,60.2
fairy,none,Tackle,Energy Ball,Draining Kiss,fighting,fighting,ice,684,104.2,112.6,145,50.5,psychic,none,Confusion,Dark Pulse,Psychic,ground,rock,ground,605,134.0,94.7,132,54.6
poison,none,Mud Shot,Sludge,Ice Beam,fighting,fighting,ice,317,104.1,123.4,168,85.3,psychic,none,Hidden Power (Psychic),Psyshock,Night Shade,ground,rock,ground,578,149.2,82.7,121,46.4
bug,flying,Fury Cutter,X-Scissor,Power Gem,fighting,fighting,ice,416,109.1,143.3,131,86.5,water,ghost,Hex,Surf,Shadow Ball,psychic,psychic,ghost,593,106.7,124.3,157,92.8
water,flying,Air Slash,Fly,Ice Beam,fighting,fighting,ice,581,129.3,99.7,134,66.9,psychic,flying,Air Slash,Air Cutter,Aerial Ace,psychic,psychic,ghost,741,130.9,101.4,128,61.2
ground,rock,Mud Slap,Breaking Swipe,Rock Wrecker,fighting,fighting,ice,464,126.8,105.5,132,77.9,water,dark,Snarl,Night Slash,Scald,psychic,psychic,ghost,342,144.5,96.9,110,71.1
water,none,Waterfall,Hydro Pump,Blizzard,fighting,fighting,ice,594,96.7,98.8,240,73.9,normal,flying,Fury Cutter,Leaf Blade,Aerial Ace,psychic,psychic,ghost,83,116.8,109.2,131,83.5
electric,dark,Thunder Shock,Aura Wheel,Psychic Fangs,fighting,fighting,ice,877,141.7,97.8,114,90.1,electric,none,Quick Attack,Thunderbolt,Grass Knot,psychic,psychic,ghost,311,129.2,107.3,125,61.6
ghost,none,Shadow Claw,Shadow Ball,Dark Pulse,fighting,fighting,ice,563,112.2,168.3,106,81.4,water,flying,Dragon Breath,Aqua Tail,Crunch,psychic,psychic,ghost,130,130.8,108.0,121,79.7
psychic,none,Charge Beam,Psyshock,Dazzling Gleam,fighting,fighting,ice,518,113.7,108.9,159,58.2,dark,flying,Air Slash,Brave Bird,Foul Play,psychic,psychic,ghost,629,100.8,129.4,157,75.8
poison,dark,Poison Jab,Crunch,Trailblaze,fighting,fighting,ice,435,121.7,95.2,157,80.2,rock,bug,Fury Cutter,Rock Blast,Liquidation,psychic,psychic,ghost,348,133.3,110.9,113,76.8
poison,ground,Poison Sting,Earthquake,Stone Edge,fighting,fighting,ice,980,94.2,119.4,209,92.1,rock,water,Fury Cutter,Stone Edge,Ancient Power,psychic,psychic,ghost,141,135.5,121.0,100,70.6
bug,fairy,Fairy Wind,Dazzling Gleam,Bug Buzz,fighting,fighting,ice,743,136.9,106.6,112,63.2,fire,none,Fire Fang,Flame Charge,Scorching Sands,psychic,psychic,ghost,244,128.8,96.2,141,66.9
bug,steel,Bug Bite,Bug Buzz,Iron Head,fighting,fighting,ice,413,105.2,150.9,134,85.2,normal,none,Lock On,Tri Attack,Zap Cannon,psychic,psychic,ghost,474,148.7,88.4,115,52.5
ground,dark,Mud Slap,Crunch,Earthquake,bug,bug,steel,553,133.9,94.8,132,72.9,electric,normal,Volt Switch,Breaking Swipe,Parabolic Charge,psychic,psychic,ghost,695,137.1,112.0,105,76.4
grass,poison,Vine Whip,Power Whip,Sludge Bomb,bug,bug,steel,2,118.6,121.7,130,74.9,psychic,flying,Psycho Cut,Fly,Brave Bird,psychic,psychic,ghost,144,134.1,108.3,115,75.9
normal,none,Sand Attack,Wild Charge,Crunch,bug,bug,steel,508,125.8,114.7,124,72.5,steel,none,Shadow Claw,Close Combat,Trailblaze,psychic,psychic,ghost,863,128.9,114.6,117,80.3
normal,none,Zen Headbutt,Body Slam,Disarming Voice,bug,bug,steel,531,92.6,138.1,189,54.2,ground,flying,Fury Cutter,Aerial Ace,Dig,psychic,psychic,ghost,207,108.0,146.2,130,92.3
grass,fairy,Fairy Wind,Seed Bomb,Moonblast,bug,bug,steel,547,118.4,133.1,119,81.3,steel,none,Metal Sound,Thunderbolt,Vise Grip,psychic,psychic,ghost,600,114.1,137.0,125,76.3
psychic,none,Confusion,Dark Pulse,Psychic,bug,bug,steel,605,134.0,94.7,132,54.6,normal,none,Sucker Punch,Rock Tomb,Icy Wind,psychic,psychic,ghost,327,110.1,110.1,142,81.7
ground,rock,Mud Slap,Bulldoze,Stomp,psychic,dark,psychic,111,113.4,110.2,158,72.8,grass,poison,Poison Sting,Weather Ball (Fire),Leaf Storm,psychic,psychic,ghost,407,143.1,114.9,95,80.4
water,none,Water Gun,Cross Chop,Liquidation,psychic,dark,psychic,55,125.5,112.2,127,73.0,normal,fighting,Shadow Claw,Superpower,Stomp,psychic,psychic,ghost,760,130.4,85.6,154,78.6
electric,flying,Thunder Shock,Drill Peck,Thunderbolt,psychic,dark,psychic,145,136.2,104.7,115,84.1,dragon,ground,Dragon Tail,Crunch,Earthquake,psychic,psychic,ghost,718,114.1,128.3,133,75.6
dragon,ghost,Astonish,Shadow Ball,Outrage,psychic,dark,psychic,886,131.0,92.6,141,68.2,bug,flying,Fury Cutter,Aerial Ace,Night Slash,psychic,psychic,ghost,123,134.9,110.7,111,79.5
water,rock,Bubble,Power Gem,Rock Blast,psychic,dark,psychic,222,109.3,141.6,133,72.0,ghost,poison,Shadow Claw,Shadow Punch,Ice Punch,psychic,psychic,ghost,93,161.2,85.5,100,80.3
fire,ground,Incinerate,Earth Power,Overheat,psychic,dark,psychic,323,134.9,101.2,122,66.8,steel,rock,Metal Sound,Rock Tomb,Thunder,psychic,psychic,ghost,306,116.1,154.0,107,80.8
ghost,none,Astonish,Night Shade,Power Gem,psychic,dark,psychic,222,99.6,162.1,139,92.3,water,dark,Snarl,Night Slash,Scald,psychic,psychic,ghost,342,144.5,96.9,110,71.1
dragon,ice,Ice Fang,Avalanche,Dragon Claw,psychic,dark,psychic,998,136.2,96.2,125,74.5,water,ice,Psywave,Sparkling Aria,Ice Beam,psychic,psychic,ghost,131,104.7,114.0,179,93.0
normal,flying,Quick Attack,Fly,Close Combat,psychic,dark,psychic,398,140.4,90.8,124,75.4,normal,ground,Quick Attack,Fire Punch,Scorching Sands,psychic,psychic,ghost,660,96.3,141.2,171,93.6
water,rock,Water Gun,Surf,Ancient Power,psychic,dark,psychic,564,113.9,132.0,130,67.2,normal,none,Astonish,Aerial Ace,Return,psychic,psychic,ghost,424,133.9,99.9,124,64.1
ground,flying,Mud Shot,Earth Power,Rock Slide,psychic,dark,psychic,645,139.9,100.5,114,70.2,water,none,Bubble,Razor Shell,Water Pulse,ghost,flying,normal,98,148.1,110.4,92,58.2
psychic,none,Psycho Cut,Grass Knot,Moonblast,psychic,dark,psychic,488,93.2,158.3,163,81.0,psychic,none,Confusion,Psyshock,Surf,ghost,flying,normal,79,104.2,95.0,186,65.5
dark,flying,Snarl,Brave Bird,Dark Pulse,psychic,dark,psychic,430,150.6,68.3,145,65.0,bug,water,Fury Cutter,X-Scissor,Aqua Jet,ghost,flying,normal,768,125.2,133.6,107,91.9
dragon,ground,Dragon Tail,Crunch,Earthquake,psychic,dark,psychic,718,114.1,128.3,133,75.6,dark,ice,Ice Shard,Avalanche,Foul Play,ghost,flying,normal,215,135.5,110.7,110,66.6
poison,flying,Wing Attack,Poison Fang,Shadow Ball,psychic,dark,psychic,42,118.7,113.7,140,75.5,water,rock,Water Gun,Aqua Tail,Ancient Power,ghost,flying,normal,369,105.2,137.5,147,80.8
electric,none,Volt Switch,Dragon Claw,Thunderbolt,flying,poison,ghost,604,134.4,98.0,127,70.6,fire,none,Ember,Superpower,Flamethrower,ghost,flying,normal,136,141.7,110.0,100,68.8
steel,rock,Metal Sound,Rock Tomb,Body Slam,flying,poison,ghost,304,114.3,131.1,127,83.5,water,none,Rollout,Surf,Return,ghost,flying,normal,321,119.6,66.8,235,80.8
fighting,psychic,Psycho Cut,Ice Punch,Dynamic Punch,flying,poison,ghost,308,106.9,139.5,141,85.6,ghost,grass,Astonish,Grass Knot,Foul Play,ghost,flying,normal,710,111.8,113.4,141,80.8
fire,none,Ember,Flame Charge,Crunch,flying,poison,ghost,726,136.6,89.5,134,68.5,ghost,grass,Astonish,Grass Knot,Foul Play,ghost,flying,normal,710,113.4,115.1,133,78.7
normal,flying,Wing Attack,Brave Bird,Fly,flying,poison,ghost,627,126.3,91.1,153,72.5,dragon,ice,Ice Fang,Avalanche,Dragon Claw,ghost,flying,normal,998,136.2,96.2,125,74.5
water,none,Water Gun,Aqua Tail,Icy Wind,flying,poison,ghost,86,84.0,114.3,149,63.9,normal,none,Zen Headbutt,Body Slam,Disarming Voice,ghost,flying,normal,531,92.6,138.1,189,54.2
psychic,none,Confusion,Swift,Future Sight,flying,poison,ghost,482,152.6,91.4,105,56.6,ice,rock,Powder Snow,Rock Slide,Icy Wind,ghost,flying,normal,713,117.0,134.7,121,76.3
normal,none,Shadow Claw,Aerial Ace,Thunder,flying,poison,ghost,432,125.5,105.5,133,72.4,psychic,fairy,Fairy Wind,Body Slam,Wild Charge,ghost,flying,normal,78,134.7,110.9,111,77.9
electric,ice,Thunder Shock,Thunderbolt,Blizzard,flying,poison,ghost,479,129.2,143.2,93,61.6,water,bug,Bug Bite,Water Pulse,Bubble Beam,ghost,flying,normal,752,97.9,176.1,133,88.6
poison,dark,Bite,Crunch,Trailblaze,flying,poison,ghost,434,114.3,88.2,147,62.6,fighting,none,Low Kick,Body Slam,Brick Break,ghost,flying,normal,538,110.3,107.8,170,52.4
fire,none,Fire Spin,Thunder Punch,Flamethrower,flying,poison,ghost,631,133.3,91.6,136,69.5,bug,electric,Fury Cutter,Discharge,Lunge,ghost,flying,normal,596,139.0,93.8,124,79.3
grass,poison,Vine Whip,Power Whip,Sludge Bomb,flying,poison,ghost,1,111.8,105.9,120,58.7,water,psychic,Psywave,Surf,Power Gem,ghost,flying,normal,121,132.2,121.8,104,79.7
grass,none,Razor Leaf,Grass Knot,Earth Power,flying,poison,ghost,812,133.5,97.7,129,66.0,electric,grass,Thunder Shock,Wild Charge,Swift,ghost,flying,normal,101,123.3,130.1,113,84.3
grass,poison,Acid,Leaf Blade,Sludge Bomb,flying,poison,ghost,71,135.8,94.8,128,86.7,fire,fighting,Ember,Rock Tomb,Flame Charge,ghost,flying,normal,499,128.4,84.2,161,71.8
normal,none,Astonish,Swift,Aerial Ace,flying,poison,ghost,190,126.1,105.2,134,73.6,grass,poison,Poison Sting,Weather Ball (Fire),Leaf Storm,ghost,flying,normal,407,143.1,114.9,95,80.4
fighting,none,Double Kick,Close Combat,Blaze Kick,flying,poison,ghost,106,142.5,121.4,91,70.3,ice,none,Ice Fang,Ice Punch,Ice Beam,ghost,flying,normal,554,132.0,83.5,154,68.2
water,none,Bubble,Razor Shell,Water Pulse,flying,poison,ghost,98,148.1,110.4,92,58.2,grass,fairy,Astonish,Moonblast,Seed Bomb,ghost,flying,normal,756,116.8,132.3,124,73.2
ghost,dragon,Shadow Claw,Ominous Wind,Shadow Ball,flying,poison,ghost,487,119.5,103.5,152,81.7,bug,flying,Fury Cutter,X-Scissor,Power Gem,ghost,flying,normal,416,109.1,143.3,131,86.5
rock,ice,Powder Snow,Weather Ball (Ice),Thunderbolt,flying,poison,ghost,698,114.3,104.2,164,80.0,grass,poison,Vine Whip,Power Whip,Sludge Bomb,bug,bug,rock,1,111.8,105.9,120,58.7
water,poison,Poison Sting,Aqua Tail,Ice Beam,flying,poison,ghost,211,130.5,105.5,123,84.7,poison,flying,Wing Attack,Poison Fang,Shadow Ball,bug,bug,rock,42,118.7,113.7,140,75.5
fairy,none,Zen Headbutt,Disarming Voice,Swift,flying,poison,ghost,35,102.5,103.4,157,39.5,rock,dark,Smack Down,Brutal Swing,Stone Edge,bug,bug,rock,248,130.2,109.4,121,63.9
electric,fighting,Thunder Shock,Wild Charge,Thunder Punch,flying,poison,ghost,922,136.1,81.5,142,78.0,electric,poison,Acid,Wild Charge,Power-Up Punch,bug,bug,rock,849,140.8,94.3,119,83.5
grass,dragon,Astonish,Outrage,Seed Bomb,flying,poison,ghost,842,117.2,100.8,162,67.9,electric,flying,Thunder Shock,Acrobatics,Discharge,bug,bug,rock,587,127.9,111.4,123,89.3
fire,flying,Air Slash,Air Cutter,Aerial Ace,flying,poison,ghost,741,130.9,101.4,128,65.6,water,none,Mud Slap,Liquidation,Surf,ground,water,water,961,151.8,107.2,90,61.0
electric,fire,Thunder Shock,Overheat,Thunderbolt,flying,poison,ghost,479,129.2,143.2,93,67.5,ground,steel,Mud Shot,Rock Slide,Earthquake,ground,water,water,618,101.8,127.9,169,85.3
water,none,Water Gun,Ice Punch,Crunch,flying,poison,ghost,159,118.8,118.8,134,70.8,psychic,none,Charge Beam,Psycho Boost,Swift,ground,water,water,386,140.8,131.6,86,47.8
fire,bug,Ember,Lunge,Crunch,flying,poison,ghost,851,129.3,98.3,136,76.8,water,none,Water Gun,Water Pulse,Psychic,ground,water,water,368,136.9,118.5,101,54.4
bug,steel,Bullet Punch,Night Slash,Trailblaze,fire,bug,dark,212,137.9,110.3,106,87.2,ground,none,Mud Slap,Bone Club,Rock Slide,ground,water,water,105,110.8,145.0,126,89.5
poison,flying,Wing Attack,Poison Fang,Shadow Ball,fire,bug,dark,42,118.7,113.7,140,75.5,water,flying,Dragon Breath,Aqua Tail,Crunch,ground,water,water,130,130.8,108.0,121,79.7
ground,none,Tackle,Trailblaze,Body Slam,fire,bug,dark,231,102.5,95.0,186,61.5,fighting,none,Poison Jab,Body Slam,Brick Break,ground,water,water,539,141.0,99.8,113,63.5
water,psychic,Water Gun,Surf,Psychic,fire,bug,dark,199,113.4,120.9,143,67.2,fairy,none,Charm,Psychic Fangs,Body Slam,ground,water,water,927,113.1,156.9,111,85.3
poison,none,Mud Shot,Sludge,Ice Beam,fire,bug,dark,317,104.1,123.4,168,85.3,dragon,none,Dragon Breath,Aqua Tail,Thunder Punch,ground,water,water,706,119.7,136.8,114,85.5
normal,none,Tackle,Body Slam,Trailblaze,fire,bug,dark,916,118.1,102.8,156,73.2,ghost,none,Lick,Psychic Fangs,Shadow Ball,ground,water,water,972,121.0,131.2,117,74.2
normal,water,Rollout,Surf,Hyper Fang,fire,bug,dark,400,124.2,97.7,149,77.1,grass,dragon,Astonish,Outrage,Seed Bomb,ground,water,water,842,117.2,100.8,162,67.9
water,ghost,Hex,Surf,Shadow Ball,fire,bug,dark,593,106.7,124.3,157,92.8,poison,none,Mud Shot,Sludge,Ice Beam,ground,water,water,317,104.1,123.4,168,85.3
grass,steel,Razor Leaf,Leaf Blade,Night Slash,fire,bug,dark,798,170.7,98.8,78,68.2,dark,flying,Sucker Punch,Fly,Brave Bird,ground,poison,ice,146,115.1,137.5,122,88.6
