Pokemon,Dex,Type 1,Type 2,Attack,Defense,Stamina,Stat Product,Level,CP,Fast Move,Charged Move 1,Charged Move 2
Eternatus,890,Poison,Dragon,278,192,268,178673.14501675585,13.0,1463,DRAGON_TAIL,SLUDGE_BOMB,DRAGON_PULSE
Eternatus (Eternamax),890,Poison,Dragon,251,505,452,103906.70244279396,7.0,1462,DRAGON_TAIL,SLUDGE_BOMB,DRAGON_PULSE
Kubfu,891,Fighting,None,170,112,155,882863.1835710917,45.5,1498,ROCK_SMASH,BRICK_BREAK,DYNAMIC_PUNCH
Urshifu (Rapid Strike),892,Fighting,Water,254,177,225,258249.802711328,16.5,1492,ROCK_SMASH,BRICK_BREAK,DYNAMIC_PUNCH
Urshifu (Single Strike),892,Fighting,Dark,254,177,225,258249.802711328,16.5,1492,ROCK_SMASH,BRICK_BREAK,DYNAMIC_PUNCH
Zarude,893,Dark,Grass,242,215,233,256589.80684967234,15.5,1498,VINE_WHIP,POWER_WHIP,ENERGY_BALL
Regieleki,894,Electric,None,250,125,190,335311.2847258641,21.5,1478,THUNDER_SHOCK,ZAP_CANNON,THUNDER
Regidrago,895,Dragon,None,202,101,400,399470.29283977504,20.5,1485,BITE,HYPER_BEAM,OUTRAGE
Glastrier,896,Ice,None,246,223,225,236783.0252046874,15.0,1475,TACKLE,AVALANCHE,ICY_WIND
Spectrier,897,Ghost,None,273,146,205,248857.26569862367,17.5,1474,TACKLE,SHADOW_BALL,FOUL_PLAY
Calyrex,898,Psychic,Grass,162,162,225,660554.5339194428,27.0,1490,POUND,PSYSHOCK,PSYCHIC
Calyrex (Ice Rider),898,Psychic,Ice,268,246,205,189037.22106875118,13.5,1450,CONFUSION,PSYSHOCK,PSYCHIC
Wyrdeer,899,Normal,Psychic,206,145,230,415689.16600275785,22.0,1476,TACKLE,MEGAHORN,STOMP
Kleavor,900,Bug,Rock,253,174,172,295110.44329869334,19.0,1483,QUICK_ATTACK,X_SCISSOR,ROCK_SLIDE
Ursaluna,901,Ground,Normal,243,181,277,233718.28680342712,15.0,1456,TACKLE,FIRE_PUNCH,THUNDER_PUNCH
Ursaluna (Shadow),901,Ground,Normal,243,181,277,233718.28680342712,15.0,1456,TACKLE,FIRE_PUNCH,THUNDER_PUNCH
Basculegion (Female),902,Water,Ghost,199,144,260,420759.04766772786,21.5,1477,SPLASH,STRUGGLE,none
Basculegion (Male),902,Water,Ghost,217,144,260,369306.4792502102,20.0,1498,SPLASH,STRUGGLE,none
Sneasler,903,Fighting,Poison,259,158,190,279746.26022406906,18.5,1481,ROCK_SMASH,AERIAL_ACE,CLOSE_COMBAT
Sneasler (Shadow),903,Fighting,Poison,259,158,190,279746.26022406906,18.5,1481,ROCK_SMASH,AERIAL_ACE,CLOSE_COMBAT
Overqwil,904,Dark,Poison,222,171,198,367930.7015051393,20.5,1494,POISON_STING,AQUA_TAIL,ICE_BEAM
Enamorus (Incarnate),905,Fairy,Flying,281,162,179,248173.454837204,17.5,1494,ASTONISH,DAZZLING_GLEAM,FLY
Enamorus (Therian),905,Fairy,Flying,250,201,179,273949.2136894139,17.5,1480,ASTONISH,DAZZLING_GLEAM,FLY
Sprigatito,906,Grass,None,116,99,120,485155.1458604392,50.0,892,LEAFAGE,GRASS_KNOT,PLAY_ROUGH
Floragato,907,Grass,None,157,128,156,955147.6719479632,46.0,1492,LEAFAGE,GRASS_KNOT,PLAY_ROUGH
Meowscarada,908,Grass,Dark,233,153,183,368419.8221511068,21.5,1495,LEAFAGE,GRASS_KNOT,PLAY_ROUGH
Fuecoco,909,Fire,None,112,96,167,632138.0597822121,50.0,1001,INCINERATE,FLAMETHROWER,DISARMING_VOICE
Crocalor,910,Fire,None,162,134,191,790377.4767314934,34.5,1491,INCINERATE,FLAMETHROWER,DISARMING_VOICE
Skeledirge,911,Fire,Ghost,207,178,232,360159.88157561555,19.5,1463,INCINERATE,FLAMETHROWER,DISARMING_VOICE
Quaxly,912,Water,None,120,86,146,530443.052196419,50.0,949,WATER_GUN,AQUA_JET,AERIAL_ACE
Quaxwell,913,Water,None,162,123,172,883742.1547046142,41.5,1499,WATER_GUN,AQUA_JET,AERIAL_ACE
Quaquaval,914,Water,Fighting,236,159,198,337726.91333134036,20.0,1494,WATER_GUN,AQUA_JET,AERIAL_ACE
Lechonk,915,Normal,None,81,79,144,324399.9768402247,50.0,610,TACKLE,DIG,BODY_SLAM
Oinkologne,916,Normal,None,186,153,242,507906.993430352,23.5,1500,TACKLE,DIG,BODY_SLAM
Oinkologne (Female),916,Normal,None,169,162,251,574312.6475027372,24.5,1489,TACKLE,DIG,BODY_SLAM
Tarountula,917,Bug,None,70,77,111,210628.89833452497,50.0,456,BUG_BITE,X_SCISSOR,GRASS_KNOT
Spidops,918,Bug,None,139,166,155,1089659.6957334704,46.0,1500,BUG_BITE,X_SCISSOR,GRASS_KNOT
Nymble,919,Bug,None,81,65,107,198329.97880834766,50.0,476,BUG_BITE,X_SCISSOR,BUG_BUZZ
Lokix,920,Bug,Dark,199,144,174,527353.413986726,26.5,1489,BUG_BITE,X_SCISSOR,BUG_BUZZ
Pawmi,921,Electric,None,95,45,128,192642.58665304797,50.0,509,SPARK,THUNDERBOLT,DISCHARGE
Pawmo,922,Electric,Fighting,147,82,155,657762.4810397574,50.0,1170,SPARK,THUNDERBOLT,DISCHARGE
Pawmot,923,Electric,Fighting,232,141,172,389020.5343833101,23.0,1482,SPARK,THUNDERBOLT,DISCHARGE
Tandemaus,924,Normal,None,98,90,137,425397.9224348391,50.0,768,TAKE_DOWN,SWIFT,PLAY_ROUGH
Maushold,925,Normal,None,159,157,179,793756.004663277,33.0,1498,TAKE_DOWN,SWIFT,PLAY_ROUGH
Maushold_family_of_four,925,Normal,None,159,157,179,793756.004663277,33.0,1498,TAKE_DOWN,SWIFT,PLAY_ROUGH
Maushold_family_of_three,925,Normal,None,159,157,179,793756.004663277,33.0,1498,TAKE_DOWN,SWIFT,PLAY_ROUGH
Fidough,926,Fairy,None,102,126,114,515800.52576353593,50.0,863,CHARM,BODY_SLAM,PLAY_ROUGH
Dachsbun,927,Fairy,None,159,212,149,732850.3873958597,29.5,1487,CHARM,BODY_SLAM,PLAY_ROUGH
Smoliv,928,Grass,Normal,100,89,121,379124.27186890965,50.0,732,RAZOR_LEAF,SEED_BOMB,ENERGY_BALL
Dolliv,929,Grass,Normal,137,131,141,890875.8532079267,50.0,1314,RAZOR_LEAF,SEED_BOMB,ENERGY_BALL
Arboliva,930,Grass,Normal,219,189,186,349953.39932796365,20.0,1465,RAZOR_LEAF,SEED_BOMB,ENERGY_BALL
Squawkabilly,931,Normal,Flying,185,105,193,681946.8486858301,33.5,1492,PECK,AERIAL_ACE,BRAVE_BIRD
Squawkabilly_blue,931,Normal,Flying,185,105,193,681946.8486858301,33.5,1492,PECK,AERIAL_ACE,BRAVE_BIRD
Squawkabilly_green,931,Normal,Flying,185,105,193,681946.8486858301,33.5,1492,PECK,AERIAL_ACE,BRAVE_BIRD
Squawkabilly_white,931,Normal,Flying,185,105,193,681946.8486858301,33.5,1492,PECK,AERIAL_ACE,BRAVE_BIRD
Squawkabilly_yellow,931,Normal,Flying,185,105,193,681946.8486858301,33.5,1492,PECK,AERIAL_ACE,BRAVE_BIRD
Nacli,932,Rock,None,95,108,146,527359.0809627188,50.0,842,ROCK_THROW,ROCK_BLAST,ROCK_TOMB
Naclstack,933,Rock,None,105,160,155,916742.1338533204,50.0,1167,SMACK_DOWN,ROCK_BLAST,ROCK_TOMB
Garganacl,934,Rock,None,171,212,225,527967.999455204,22.5,1499,SMACK_DOWN,ROCK_BLAST,ROCK_TOMB
Charcadet,935,Fire,None,92,74,120,287612.00217849796,50.0,612,EMBER,FLAME_CHARGE,HEAT_WAVE
Armarouge,936,Fire,Psychic,234,185,198,308394.4924503085,18.5,1478,EMBER,FLAME_CHARGE,HEAT_WAVE
Ceruledge,937,Fire,Ghost,239,189,181,318657.86504189705,19.0,1498,EMBER,FLAME_CHARGE,HEAT_WAVE
Tadbulb,938,Electric,None,104,73,156,416952.9107962549,50.0,783,THUNDER_SHOCK,PARABOLIC_CHARGE,DISCHARGE
Bellibolt,939,Electric,None,184,165,240,471635.1013559894,22.5,1470,THUNDER_SHOCK,PARABOLIC_CHARGE,DISCHARGE
Wattrel,940,Electric,Flying,105,75,120,332688.67760805984,50.0,703,THUNDER_SHOCK,ACROBATICS,AERIAL_ACE
Kilowattrel,941,Electric,Flying,221,132,172,445549.4972170857,25.0,1485,THUNDER_SHOCK,ACROBATICS,AERIAL_ACE
Maschiff,942,Dark,None,140,108,155,825067.9204679884,50.0,1279,SNARL,CRUNCH,PAYBACK
Mabosstiff,943,Dark,None,230,168,190,333719.8747567036,20.0,1466,SNARL,CRUNCH,PAYBACK
Shroodle,944,Poison,Normal,124,70,120,366696.85354132816,50.0,802,MUD_SLAP,ACID_SPRAY,POISON_FANG
Grafaiai,945,Poison,Normal,199,149,160,530707.7846600728,27.0,1480,MUD_SLAP,ACID_SPRAY,POISON_FANG
Bramblin,946,Grass,Ghost,121,64,120,327154.42785991303,50.0,748,ASTONISH,SHADOW_SNEAK,NIGHT_SHADE
Brambleghast,947,Grass,Ghost,228,144,146,425648.88590289233,25.0,1474,HEX,SHADOW_SNEAK,NIGHT_SHADE
Toedscool,948,Ground,Grass,97,149,120,610584.0580913383,50.0,915,MUD_SLAP,EARTH_POWER,SEED_BOMB
Toedscruel,949,Ground,Grass,166,209,190,585341.4529234425,25.0,1475,MUD_SLAP,EARTH_POWER,SEED_BOMB
Klawf,950,Rock,None,184,185,172,551729.3512695305,25.5,1493,ROCK_THROW,ROCK_SLIDE,ROCK_TOMB
Capsakid,951,Grass,None,118,76,137,432536.11886571854,50.0,850,LEAFAGE,LEAF_STORM,GRASS_KNOT
Scovillain,952,Grass,Fire,216,130,163,484085.03042708035,26.5,1486,LEAFAGE,LEAF_STORM,GRASS_KNOT
Rellor,953,Bug,None,86,108,121,395652.3861930823,50.0,694,BUG_BITE,DIG,BUG_BUZZ
Rabsca,954,Bug,Psychic,201,178,181,447745.8984771001,23.0,1480,BUG_BITE,DIG,BUG_BUZZ
Flittle,955,Psychic,None,105,60,102,226228.30077348067,50.0,580,PECK,PSYBEAM,PSYSHOCK
Espathra,956,Psychic,None,204,127,216,467692.687129224,24.5,1477,PECK,PSYBEAM,PSYSHOCK
Tinkatink,957,Fairy,Steel,85,110,137,450960.38262650184,50.0,736,FAIRY_WIND,PLAY_ROUGH,FLASH_CANNON
Tinkatuff,958,Fairy,Steel,109,145,163,906960.382628622,50.0,1183,FAIRY_WIND,PLAY_ROUGH,FLASH_CANNON
Tinkaton,959,Fairy,Steel,155,196,198,710986.3506756234,27.5,1498,FAIRY_WIND,PLAY_ROUGH,FLASH_CANNON
Wiglett,960,Water,None,109,52,67,133693.67349600673,50.0,454,WATER_GUN,LIQUIDATION,DIG
Wugtrio,961,Water,None,205,136,111,646496.0664580562,36.5,1494,WATER_GUN,LIQUIDATION,DIG
Bombirdier,962,Flying,Dark,198,172,172,489547.71054095455,24.5,1488,WING_ATTACK,PAYBACK,AERIAL_ACE
Finizen,963,Water,None,90,80,172,435980.5908463717,50.0,745,WATERFALL,AQUA_JET,WATER_PULSE
Palafin,964,Water,None,143,144,225,903896.9850568635,35.0,1492,WATERFALL,AQUA_JET,WATER_PULSE
Palafin_hero,964,Water,None,322,196,225,139522.90105239605,12.0,1448,WATERFALL,AQUA_JET,WATER_PULSE
Palafin_zero,964,Water,None,143,144,225,903896.9850568635,35.0,1492,WATERFALL,AQUA_JET,WATER_PULSE
Varoom,965,Steel,Poison,123,107,128,593068.7913311729,50.0,1016,LICK,ACID_SPRAY,GUNK_SHOT
Revavroom,966,Steel,Poison,229,168,190,357808.0592791205,20.5,1496,LICK,ACID_SPRAY,GUNK_SHOT
Cyclizar,967,Dragon,Normal,205,142,172,500131.5987578638,26.0,1486,DRAGON_TAIL,DRAGON_CLAW,BODY_SLAM
Orthworm,968,Steel,None,161,219,172,641409.4924026203,26.5,1477,IRON_TAIL,ROCK_TOMB,EARTHQUAKE
Glimmet,969,Rock,Poison,187,104,134,808644.0717645385,46.5,1494,ROCK_THROW,DAZZLING_GLEAM,POWER_GEM
Glimmora,970,Rock,Poison,246,177,195,281392.7730193531,18.0,1468,ROCK_THROW,DAZZLING_GLEAM,POWER_GEM
Greavard,971,Ghost,None,105,106,137,536811.6640249161,50.0,893,LICK,SHADOW_BALL,DIG
Houndstone,972,Ghost,None,186,195,176,501489.49408896547,24.0,1475,LICK,SHADOW_BALL,DIG
Flamigo,973,Flying,Fighting,227,145,193,384376.4890617734,22.0,1490,WING_ATTACK,AERIAL_ACE,BRAVE_BIRD
Cetoddle,974,Ice,None,119,80,239,801015.7612572131,50.0,1161,ICE_SHARD,BODY_SLAM,AVALANCHE
Cetitan,975,Ice,None,208,123,347,374037.30863383855,19.5,1495,ICE_SHARD,BODY_SLAM,AVALANCHE
Veluza,976,Water,Psychic,196,139,207,500774.8657425032,25.0,1483,ICE_FANG,WATER_PULSE,PSYCHIC_FANGS
Dondozo,977,Water,None,176,178,312,444302.3572177645,20.0,1480,WATERFALL,OUTRAGE,SURF
Tatsugiri (Curly),978,Dragon,Water,226,166,169,383626.746779137,22.0,1486,TAKE_DOWN,OUTRAGE,SURF
Tatsugiri (Droopy),978,Dragon,Water,226,166,169,383626.746779137,22.0,1486,TAKE_DOWN,OUTRAGE,SURF
Tatsugiri (Stretchy),978,Dragon,Water,226,166,169,383626.746779137,22.0,1486,TAKE_DOWN,OUTRAGE,SURF
Annihilape,979,Fighting,Ghost,220,178,242,314071.1202420491,18.0,1466,LOW_KICK,CLOSE_COMBAT,LOW_SWEEP
Annihilape (Shadow),979,Fighting,Ghost,220,178,242,314071.1202420491,18.0,1466,LOW_KICK,CLOSE_COMBAT,LOW_SWEEP
Clodsire,980,Poison,Ground,127,151,277,1012609.0695795114,34.5,1494,POISON_STING,SLUDGE_BOMB,EARTHQUAKE
Clodsire,980,Poison,Ground,127,151,277,1012609.0695795114,34.5,1494,POISON_STING,SLUDGE_BOMB,EARTHQUAKE
Farigiraf,981,Normal,Psychic,209,136,260,388898.8840332343,21.0,1472,TACKLE,PSYCHIC,THUNDERBOLT
Dudunsparce,982,Normal,None,188,150,268,457287.7310348383,22.0,1479,BITE,DIG,ROCK_SLIDE
Dudunsparce_three,982,Normal,None,188,150,268,457287.7310348383,22.0,1479,BITE,DIG,ROCK_SLIDE
Dudunsparce_two,982,Normal,None,188,150,268,457287.7310348383,22.0,1479,BITE,DIG,ROCK_SLIDE
Kingambit,983,Dark,Steel,238,203,225,277527.4916187353,16.5,1497,SNARL,DARK_PULSE,IRON_HEAD
Greattusk,984,Ground,Fighting,249,209,251,226359.5497973466,14.5,1475,SPLASH,STRUGGLE,none
Screamtail,985,Fairy,Psychic,139,234,251,682303.0598536793,24.5,1472,SPLASH,STRUGGLE,none
Brutebonnet,986,Grass,Dark,232,190,244,274588.2248674311,16.5,1470,SPLASH,STRUGGLE,none
Fluttermane,987,Ghost,Fairy,280,235,146,223642.7104069251,16.0,1480,SPLASH,STRUGGLE,none
Slitherwing,988,Bug,Fighting,261,193,198,232187.59022389885,16.0,1456,SPLASH,STRUGGLE,none
Sandyshocks,989,Electric,Ground,244,195,198,286926.45268559747,17.5,1497,SPLASH,STRUGGLE,none
Irontreads,990,Ground,Steel,227,216,207,309122.7120312631,17.5,1498,SPLASH,STRUGGLE,none
Ironbundle,991,Ice,Water,266,211,148,252991.98843711527,17.5,1467,SPLASH,STRUGGLE,none
Ironhands,992,Fighting,Electric,245,177,319,215780.507714149,14.0,1454,SPLASH,STRUGGLE,none
Ironjugulis,993,Dark,Flying,249,179,214,266314.71151110705,17.0,1478,SPLASH,STRUGGLE,none
Ironmoth,994,Fire,Poison,281,196,190,221485.67625560897,15.5,1499,SPLASH,STRUGGLE,none
Ironthorns,995,Rock,Electric,250,200,225,238112.48933297922,15.5,1466,SPLASH,STRUGGLE,none
Frigibax,996,Dragon,Ice,134,86,163,661297.7823101702,50.0,1120,DRAGON_BREATH,DRAGON_CLAW,AVALANCHE
Arctibax,997,Dragon,Ice,173,128,207,668840.3821346536,29.5,1482,DRAGON_BREATH,DRAGON_CLAW,AVALANCHE
Baxcalibur,998,Dragon,Ice,254,168,229,249476.11826516537,16.5,1466,DRAGON_BREATH,DRAGON_CLAW,AVALANCHE
Gimmighoul,999,Ghost,None,140,76,128,479465.9934475861,50.0,975,ASTONISH,SHADOW_BALL,none
Gholdengo,1000,Steel,Ghost,252,190,202,270043.9909488803,17.0,1497,ASTONISH,SHADOW_BALL,DAZZLING_GLEAM
Wo-Chien,1001,Dark,Grass,186,242,198,436259.8581778971,20.5,1489,MAGICAL_LEAF,DARK_PULSE,GRASS_KNOT
Chien-Pao,1002,Dark,Ice,261,167,190,274460.9320965626,18.0,1493,POWDER_SNOW,DARK_PULSE,AVALANCHE
Ting-Lu,1003,Dark,Ground,194,203,321,322740.37372670625,16.5,1458,MUD_SHOT,DARK_PULSE,BULLDOZE
Chi-Yu,1004,Dark,Fire,269,221,146,242340.7323813161,17.0,1465,INCINERATE,FLAME_CHARGE,DARK_PULSE
Roaringmoon,1005,Dragon,Dark,280,196,233,199458.3401274616,14.0,1495,SPLASH,STRUGGLE,none
Ironvaliant,1006,Fairy,Fighting,279,171,179,238441.77779310523,17.0,1480,SPLASH,STRUGGLE,none
Koraidon,1007,Fighting,Dragon,263,223,205,208350.2085042539,14.5,1455,ROCK_SMASH,GIGA_IMPACT,DRAGON_CLAW
Koraidon_apex,1007,Fighting,Dragon,263,223,205,208350.2085042539,14.5,1455,ROCK_SMASH,GIGA_IMPACT,DRAGON_CLAW
Miraidon,1008,Electric,Dragon,263,223,205,208350.2085042539,14.5,1455,THUNDER_SHOCK,HYPER_BEAM,DRAGON_PULSE
Miraidon_ultimate,1008,Electric,Dragon,263,223,205,208350.2085042539,14.5,1455,THUNDER_SHOCK,HYPER_BEAM,DRAGON_PULSE
