pokemon_winner,pokemon_loser,left_pokemon_type_1,left_pokemon_type_2,left_pokemon_fast_move,left_pokemon_charge_move_1,left_pokemon_charge_move_2,left_pokemon_fast_move_type,left_pokemon_charge_move_1_type,left_pokemon_charge_move_2_type,left_pokemon_dex,left_pokemon_attack,left_pokemon_defense,left_pokemon_stamina,left_pokemon_overall,right_pokemon_type_1,right_pokemon_type_2,right_pokemon_fast_move,right_pokemon_charge_move_1,right_pokemon_charge_move_2,right_pokemon_fast_move_type,right_pokemon_charge_move_1_type,right_pokemon_charge_move_2_type,right_pokemon_dex,right_pokemon_attack,right_pokemon_defense,right_pokemon_stamina,right_pokemon_overall,winner
Cubone,Boltund,11,0,95,28,213,11,11,13,104,88.2,133.6,127,69.8,4,0,124,52,267,4,2,4,836,136.3,97.5,123,58.4,0
Porygon2,Gurdurr,13,0,86,277,297,13,13,4,233,123.7,115.7,127,64.9,6,0,97,34,253,14,6,16,533,124.8,99.8,143,67.2,0
Lileep,Azelf,16,10,1,9,111,14,16,10,345,100.8,138.6,151,80.9,15,0,15,262,109,15,13,15,482,152.6,91.4,105,56.6,0
Sneasel (Hisuian),Amaura,6,14,97,47,4,14,6,8,215,135.5,110.7,110,73.5,16,12,102,289,273,12,12,4,698,114.3,104.2,164,80.0,1
Linoone (Galarian),Octillery,2,13,123,26,60,2,13,11,264,114.6,112.2,152,68.9,18,0,86,175,113,13,18,14,224,132.9,103.2,123,56.0,0
Staraptor,Plusle,13,8,106,101,47,13,8,6,398,140.4,90.8,124,75.4,4,0,106,273,111,13,4,10,311,129.2,107.3,125,61.6,0
Whiscash,Skarmory,18,11,93,166,224,11,11,18,340,107.6,107.6,178,86.4,17,8,126,31,242,17,8,8,227,106.2,163.1,122,82.9,0
Araquanid,Entei,18,1,8,285,40,1,18,18,752,97.9,176.1,133,88.6,7,0,30,95,226,7,7,11,244,128.8,96.2,141,66.9,1
Golduck,Roselia,18,0,139,49,146,18,6,18,55,125.5,112.2,127,73.0,10,14,97,245,186,14,14,10,315,139.6,107.3,107,54.8,1
Audino,Mr. Mime,13,0,147,26,61,15,13,5,531,92.6,138.1,189,54.2,15,5,105,230,200,15,9,15,122,132.2,145.7,88,66.6,0
Piplup,Hattrem,18,0,7,78,137,18,8,12,393,106.7,98.3,131,56.6,15,0,15,205,58,15,15,5,857,123.2,115.3,127,62.8,1
Conkeldurr,Cinderace,6,0,16,81,38,6,6,2,534,134.6,93.3,132,73.6,7,0,31,97,95,7,7,7,815,139.0,102.3,113,63.6,0
Braviary (Hisuian),Chimecho,15,8,3,31,101,8,8,8,628,128.6,89.1,151,58.5,15,0,4,205,230,9,15,9,358,120.2,120.2,129,74.1,1
Komala,Magmar,13,0,114,184,43,16,2,11,775,137.1,110.2,108,57.7,7,0,81,92,226,6,7,11,126,136.6,107.5,112,77.0,1
Houndour,Palossand,2,7,25,52,97,7,2,7,228,140.3,82.3,120,63.5,9,11,4,226,230,9,11,9,770,116.6,120.4,136,75.6,0
Ponyta,Crocalor,7,0,25,95,251,7,7,13,77,134.8,109.4,113,71.1,7,0,77,52,97,7,2,7,910,119.8,106.3,146,76.7,0
Gabite,Quaquaval,3,11,93,60,97,11,11,7,444,128.8,101.0,133,64.1,18,6,143,47,11,8,6,18,914,137.9,97.1,121,72.4,1
Charjabug,Venomoth,1,4,137,296,62,4,1,4,737,116.1,132.4,126,82.3,1,14,105,188,41,15,14,1,49,128.2,104.4,131,79.9,0
Fearow,Relicanth,13,8,126,101,79,17,8,11,22,132.6,102.7,124,59.5,18,16,139,13,9,18,18,16,369,105.2,137.5,147,80.8,0
Articuno,Honchkrow,12,8,75,279,9,12,12,16,144,113.2,143.6,122,70.7,2,8,123,31,55,2,8,2,430,150.6,68.3,145,65.0,0
Melmetal,Amoonguss,17,0,134,65,258,4,17,6,809,121.5,107.8,141,87.3,10,14,4,111,104,9,10,2,591,110.4,102.0,181,83.9,1
Arcanine (Hisuian),Electrode,7,16,30,293,216,7,4,16,59,132.4,100.0,127,66.0,4,0,137,62,128,4,4,13,101,123.1,127.2,116,70.6,0
Bonsly,Ursaring,16,0,112,218,216,16,16,16,438,116.8,124.4,127,70.3,13,0,119,262,47,9,13,6,217,140.3,89.1,128,82.3,0
Seismitoad,Cherrim (Overcast),18,11,93,82,245,11,11,14,537,120.3,101.5,152,70.5,10,0,11,58,248,10,5,10,421,122.9,115.2,129,53.0,1
Noctowl,Furfrou,13,8,143,242,171,8,8,9,164,105.3,120.2,167,76.8,13,0,129,260,111,2,18,10,676,116.6,122.9,134,78.9,0
Entei,Dragalge,7,0,30,95,226,7,7,11,244,128.8,96.2,141,66.9,14,3,1,13,180,14,18,3,691,117.9,139.9,115,88.7,1
Arboliva,Koffing,10,13,89,82,276,10,11,10,930,129.9,115.5,115,67.1,14,0,79,244,55,1,14,2,109,112.6,131.1,113,57.8,1
Tauros (Combat),Ferrothorn,6,0,20,47,276,6,6,10,128,127.8,123.1,111,76.1,10,17,11,192,267,10,10,4,598,107.3,155.1,125,81.0,0
Roserade,Buneary,10,14,99,287,144,14,7,10,407,143.1,114.9,95,80.4,13,0,106,262,92,13,13,7,427,121.8,100.8,135,69.0,0
Machop,Magmar,6,0,81,49,213,6,6,13,66,127.7,81.5,157,78.5,7,0,81,92,226,6,7,11,126,136.6,107.5,112,77.0,1
Cursola,Jolteon,9,0,4,171,191,9,9,16,864,146.2,111.1,94,65.8,4,0,134,62,141,4,4,13,135,138.6,113.0,103,68.8,1
Munna,Gardevoir,15,0,13,205,58,4,15,5,517,105.9,89.9,166,46.6,15,5,14,279,230,5,12,9,282,137.2,114.5,104,70.5,1
Primarina,Muk,18,5,14,61,125,5,5,18,730,131.9,116.8,110,75.9,14,0,97,270,55,14,4,2,89,117.3,111.3,146,76.2,0
Slurpuff,Munna,5,0,28,187,86,5,5,10,685,117.4,118.1,138,73.6,15,0,13,205,58,4,15,5,517,105.9,89.9,166,46.6,0
Victreebel,Floragato,10,14,1,143,245,14,10,14,71,135.8,94.8,128,86.7,10,0,83,111,187,10,10,5,907,124.9,111.0,129,58.1,1
Bulbasaur,Popplio,10,14,136,192,245,10,10,14,1,111.8,105.9,120,58.7,18,0,139,13,11,18,18,18,728,113.4,99.2,127,63.3,1
Falinks,Turtwig,6,0,16,258,154,6,6,1,870,128.2,119.8,113,68.4,10,0,130,26,227,13,13,10,387,112.6,105.0,135,52.3,0
Inteleon,Oinkologne (Female),18,0,139,260,230,18,18,9,818,154.0,89.6,105,55.3,13,0,130,26,276,13,13,10,916,110.9,110.3,166,78.7,0
Pawmo,Azelf,4,6,134,293,270,4,4,4,922,136.1,81.5,142,78.0,15,0,15,262,109,15,13,15,482,152.6,91.4,105,56.6,0
Milotic,Monferno,18,0,23,260,295,3,18,13,350,113.2,132.2,132,72.9,7,6,25,97,147,7,7,6,391,129.6,95.4,139,68.8,1
Tentacool,Turtonator,18,14,99,295,285,14,13,18,72,94.1,137.8,113,60.2,7,3,77,74,182,7,3,7,776,114.2,153.0,112,78.9,0
Zygarde (10% Forme),Chimecho,3,11,23,52,84,3,2,11,718,138.1,119.1,98,64.4,15,0,4,205,230,9,15,9,358,120.2,120.2,129,74.1,0
Slowpoke (Galarian),Komala,15,0,15,205,260,15,15,18,79,104.2,95.0,186,65.5,13,0,114,184,43,16,2,11,775,137.1,110.2,108,57.7,1
Ariados,Dewgong,1,14,99,148,276,14,1,10,168,124.7,102.0,141,79.9,18,12,75,137,79,12,12,11,87,102.9,133.8,158,83.8,1
Raikou,Lickilicky,4,0,134,293,230,4,4,9,243,130.9,110.1,118,79.4,13,0,114,26,230,16,13,9,463,106.3,121.1,164,85.1,1
Thwackey,Kabuto,10,0,108,111,86,10,10,10,811,124.7,108.5,133,66.5,16,18,93,11,218,11,18,16,140,133.6,128.6,97,73.3,1
Banette,Ledian,9,0,119,230,58,9,9,5,354,146.8,89.3,117,63.9,1,8,8,81,4,1,6,8,166,101.9,161.2,134,83.2,0
Carnivine,Shiinotic,10,0,136,192,52,10,10,2,455,130.2,101.2,130,67.4,10,5,4,164,227,9,5,10,756,116.8,132.3,124,73.2,0
Banette,Seviper,9,0,119,230,58,9,9,5,354,146.8,89.3,117,63.9,14,0,97,188,295,14,14,13,336,138.8,89.5,130,71.2,1
Dragapult,Electrode,3,9,4,32,230,9,3,9,887,143.6,97.3,112,81.2,4,0,137,62,128,4,4,13,101,123.1,127.2,116,70.6,0
Jellicent,Skuntank,18,9,40,260,230,9,18,9,593,106.7,124.3,157,92.8,14,2,97,52,276,14,2,10,435,121.7,95.2,157,80.2,1
Miltank,Mamoswine,13,0,114,26,273,16,13,4,241,105.4,135.5,148,81.7,12,11,102,135,118,12,12,11,473,136.2,87.4,137,76.7,1
Spritzee,Tentacool,5,0,14,273,77,5,4,5,682,105.0,107.6,168,76.5,18,14,99,295,285,14,13,18,72,94.1,137.8,113,60.2,1
Pawniard,Meltan,2,17,36,172,296,1,2,1,624,132.0,107.8,118,80.5,17,0,134,273,99,4,4,17,808,111.8,95.8,121,51.0,0
Yanmega,Altaria,1,8,8,4,9,1,8,16,469,137.3,98.3,121,67.3,3,8,21,242,164,3,8,5,334,103.4,153.3,136,81.7,0
Frillish,Seel,18,9,40,171,131,9,9,12,592,109.2,125.2,135,78.8,18,0,139,13,137,18,18,12,86,84.0,114.3,149,63.9,0
Growlithe,Quaxwell,7,0,25,26,97,7,13,7,58,126.9,90.8,135,69.6,18,0,139,11,4,18,18,8,913,124.7,103.1,139,70.9,1
Basculin,Kecleon,18,0,139,13,11,18,18,18,550,134.0,96.5,129,72.6,13,0,129,4,131,2,8,12,352,115.6,142.2,117,75.9,1
Lilligant,Crustle,10,0,14,186,128,5,10,13,549,135.0,105.3,115,59.1,1,16,36,296,216,1,1,16,558,120.9,134.1,114,81.9,1
Gliscor,Gurdurr,11,8,36,84,4,1,11,8,472,115.7,143.9,116,85.7,6,0,97,34,253,14,6,16,533,124.8,99.8,143,67.2,0
Hippowdon,Turtwig,11,0,116,291,226,11,16,11,450,116.2,116.8,141,84.2,10,0,130,26,227,13,13,10,387,112.6,105.0,135,52.3,0
Salazzle,Aromatisse,14,7,77,188,74,7,14,3,758,146.6,90.9,114,81.9,5,0,14,164,273,5,5,4,683,116.5,108.0,153,77.8,0
Golett,Pyroar,11,9,95,235,34,11,9,6,622,119.3,89.9,141,78.8,7,13,77,95,55,7,7,2,668,135.0,98.0,125,74.5,1
Toucannon,Oricorio (Baile),13,8,11,78,215,10,8,16,733,137.3,96.8,122,60.5,7,8,3,7,4,8,8,8,741,130.9,101.4,128,65.6,0
Mamoswine,Swanna,12,11,102,135,118,12,12,11,473,136.2,87.4,137,76.7,18,8,3,101,131,8,8,12,581,129.3,99.7,134,66.9,1
Pidgeot,Gurdurr,13,8,38,7,31,8,8,8,18,117.2,113.8,143,79.0,6,0,97,34,253,14,6,16,533,124.8,99.8,143,67.2,0
Heatmor,Rhydon,7,0,31,270,97,7,4,7,631,133.3,91.6,136,69.5,11,16,95,32,253,11,3,16,112,126.7,102.4,136,76.1,1
Lugia,Huntail,15,8,23,101,5,3,8,8,249,102.4,165.0,129,74.5,18,0,139,13,52,18,18,2,367,131.5,126.3,102,70.7,1
Herdier,Farfetch'd (Galarian),13,0,116,60,273,11,11,4,507,119.7,110.9,141,69.0,6,0,36,143,31,1,10,8,83,137.9,97.8,120,83.9,0
Darmanitan (Galarian),Ludicolo,12,0,74,19,258,12,12,6,555,151.3,71.4,137,62.7,18,10,7,224,144,18,18,10,272,117.1,123.7,132,70.8,0
Avalugg (Hisuian),Tentacruel,12,16,102,216,137,12,16,12,713,117.0,134.7,121,76.3,18,14,1,224,246,14,18,14,73,110.1,139.9,132,86.0,1
Meltan,Dragalge,17,0,134,273,99,4,4,17,808,111.8,95.8,121,51.0,14,3,1,13,180,14,18,3,691,117.9,139.9,115,88.7,1
Rampardos,Pinsir,16,0,121,216,97,16,16,7,409,164.6,66.3,125,56.1,1,0,36,47,296,1,6,1,127,141.3,111.5,101,76.9,0
Luxio,Dewgong,4,0,124,293,52,4,4,2,404,134.1,91.1,137,65.8,18,12,75,137,79,12,12,11,87,102.9,133.8,158,83.8,0
Eevee,Gigalith,13,0,106,262,60,13,13,11,133,100.0,108.4,135,59.4,16,0,95,258,156,11,6,16,526,127.2,118.4,116,69.1,0
Grotle,Sandshrew,10,0,108,26,86,10,13,10,388,118.3,116.1,138,67.8,11,0,116,218,60,11,16,11,27,118.5,113.4,127,75.3,0
Ninjask,Cinderace,1,8,36,4,41,1,8,1,291,144.2,89.1,120,73.8,7,0,31,97,95,7,7,7,815,139.0,102.3,113,63.6,1
Serperior,Plusle,10,0,136,105,4,10,10,8,497,110.2,143.6,128,84.2,4,0,106,273,111,13,4,10,311,129.2,107.3,125,61.6,1
Shiftry,Sandygast,10,2,123,143,104,2,10,2,275,134.2,87.7,142,73.6,9,11,4,226,230,9,11,9,769,113.4,111.8,135,69.4,1
Emboar,Hakamo-o,7,6,25,21,216,7,7,16,500,137.9,79.9,147,68.4,3,6,23,71,34,3,3,6,783,115.5,134.8,124,85.7,1
Electivire,Gyarados,4,0,134,133,293,4,12,4,466,144.0,98.0,110,82.9,18,8,21,13,52,3,18,2,130,130.8,108.0,121,79.7,1
Mesprit,Crobat,15,0,15,262,109,15,13,15,481,124.1,125.8,116,62.3,14,8,3,188,230,8,14,9,169,121.8,115.7,130,68.9,0
Flygon,Carbink,11,3,23,226,71,3,11,3,330,129.2,109.6,123,79.0,16,5,112,191,164,16,16,5,703,84.9,247.9,126,90.3,0
Celesteela,Empoleon,17,8,3,26,139,8,13,17,797,119.6,119.0,131,76.7,18,17,91,125,78,17,18,8,395,125.8,115.9,122,80.1,0
Arboliva,Purugly,10,13,89,82,276,10,11,10,930,129.9,115.5,115,67.1,13,0,119,4,267,9,8,4,432,125.5,105.5,133,72.4,0
Raticate,Volbeat,13,0,106,130,60,13,13,11,20,125.9,115.3,122,63.2,1,0,130,41,273,13,1,4,313,111.1,136.8,132,55.0,0
Liepard,Tauros (Blaze),2,0,123,55,187,2,2,5,510,140.9,89.3,126,58.0,6,7,20,95,276,6,7,10,128,127.8,123.1,111,72.9,0
Dachsbun,Ampharos,5,0,14,201,26,5,15,13,927,113.1,156.9,111,85.3,4,0,137,38,276,4,2,10,181,127.4,106.8,129,77.8,0
Regirock,Cherrim (Sunshine),16,0,86,253,103,13,16,6,377,103.7,180.2,115,84.8,10,0,11,287,248,10,7,10,421,122.9,115.2,129,66.4,0
Uxie,Tentacool,15,0,15,262,109,15,13,15,480,102.0,176.8,122,73.4,18,14,99,295,285,14,13,18,72,94.1,137.8,113,60.2,1
Ho-Oh,Cresselia,7,8,77,31,84,7,8,11,250,123.6,128.2,114,73.5,15,0,104,111,164,15,10,5,488,93.2,158.3,163,81.0,1
Drampa,Rillaboom,13,3,21,262,101,3,13,8,780,136.8,104.2,114,79.8,10,0,108,111,82,10,10,11,812,133.5,97.7,129,66.0,0
Musharna,Hitmontop,15,0,13,205,58,4,15,5,518,113.7,108.9,159,58.2,6,0,16,47,279,6,6,12,237,121.7,151.3,100,74.5,1
Eelektrik,Braviary (Hisuian),4,0,1,62,52,14,4,2,603,123.2,110.9,133,71.7,15,8,3,31,101,8,8,8,628,128.6,89.1,151,58.5,0
Donphan,Kommo-o,11,0,95,276,26,11,10,13,232,125.8,112.0,126,83.6,3,6,23,45,71,3,3,3,784,123.7,138.4,105,83.0,0
Corsola (Galarian),Gigalith,9,0,4,171,191,9,9,16,222,99.6,162.1,139,92.3,16,0,95,258,156,11,6,16,526,127.2,118.4,116,69.1,0
Salamence,Thundurus (Incarnate),3,8,23,101,180,3,8,3,373,142.9,92.6,117,69.9,4,8,134,270,52,4,4,2,642,147.6,97.1,106,75.8,0
Marshtomp,Quaxwell,18,11,93,166,260,11,11,18,259,120.3,108.9,142,82.1,18,0,139,11,4,18,18,8,913,124.7,103.1,139,70.9,1
Beedrill,Regidrago,1,14,99,296,79,14,1,11,15,127.6,106.2,129,80.1,3,0,21,72,32,3,3,3,895,121.9,62.7,241,87.6,1
Mr. Rime,Celesteela,12,15,15,137,200,15,12,15,866,129.0,114.1,118,60.4,17,8,3,26,139,8,13,17,797,119.6,119.0,131,76.7,1
Dustox,Carracosta,1,14,15,245,240,15,14,1,269,95.0,148.7,142,64.5,18,16,139,146,9,18,18,16,565,121.8,127.9,118,63.2,0
Roselia,Typhlosion,10,14,97,245,186,14,14,10,315,139.6,107.3,107,54.8,7,0,77,21,270,7,7,4,157,132.2,108.3,117,80.6,1
Clefable,Swellow,5,0,28,164,262,5,5,13,36,117.2,111.5,146,86.9,13,8,143,31,4,8,8,8,277,136.7,98.6,121,66.9,0
Sandshrew (Alolan),Leafeon,12,17,102,172,24,12,2,12,27,117.6,121.0,127,75.8,10,0,106,143,141,13,10,13,470,128.1,133.3,102,73.5,0
Latios,Gumshoos,3,15,21,71,149,3,3,15,381,138.4,112.9,103,70.9,13,0,5,218,52,2,16,2,735,134.9,85.7,144,58.0,1
Magby,Nidorino,7,0,81,92,34,6,7,6,240,139.5,95.8,120,72.9,14,0,99,245,60,14,14,11,33,124.2,103.7,140,70.0,0
Lycanroc (Dusk),Boltund,16,0,129,253,276,2,16,10,745,145.2,92.5,115,63.9,4,0,124,52,267,4,2,4,836,136.3,97.5,123,58.4,0
Klang,Eelektrik,17,0,92,273,284,17,4,13,600,114.1,137.0,125,76.3,4,0,1,62,52,14,4,2,603,123.2,110.9,133,71.7,0
Cresselia,Chinchou,15,0,104,111,164,15,10,5,488,93.2,158.3,163,81.0,18,4,7,273,285,18,4,18,170,101.7,94.1,164,60.3,0
Leafeon,Magnezone,10,0,106,143,141,13,10,13,470,128.1,133.3,102,73.5,4,17,137,293,161,4,4,17,462,134.9,120.1,102,83.4,0
Ninetales,Clauncher,7,0,25,287,182,7,7,7,38,115.1,133.6,126,84.8,18,0,139,11,48,18,18,18,692,103.4,110.9,127,60.6,1
Drifloon,Abomasnow,9,8,40,137,230,9,12,9,425,110.9,79.8,186,79.4,10,12,102,137,86,12,12,10,460,117.9,111.4,143,80.7,1
Weezing (Galarian),Zapdos (Galarian),14,5,28,244,38,5,14,2,110,118.4,138.9,115,87.7,6,8,16,101,31,6,8,8,145,135.2,106.2,115,69.6,0
Togekiss,Chandelure,5,8,14,205,15,5,15,6,468,124.8,125.3,114,75.9,9,7,77,95,230,7,7,9,609,151.4,106.9,91,67.4,0
Zygarde (10% Forme),Flaaffy,3,11,23,52,84,3,2,11,718,138.1,119.1,98,64.4,4,0,13,276,62,4,10,4,180,121.9,99.8,151,59.2,0
Carracosta,Raikou,18,16,139,146,9,18,18,16,565,121.8,127.9,118,63.2,4,0,134,293,230,4,4,9,243,130.9,110.1,118,79.4,0
Kricketune,Sandshrew (Alolan),1,0,36,296,4,1,1,8,402,127.7,88.0,155,79.9,12,17,102,172,24,12,2,12,27,117.6,121.0,127,75.8,1
Shiftry,Klang,10,2,123,143,104,2,10,2,275,134.2,87.7,142,73.6,17,0,92,273,284,17,4,13,600,114.1,137.0,125,76.3,0
Lokix,Sandslash (Alolan),1,2,129,296,276,2,1,10,920,132.9,104.1,121,80.5,12,17,119,133,79,9,12,11,28,116.6,132.6,124,86.8,0
Zangoose,Lurantis,13,0,36,47,172,1,6,2,335,144.8,87.1,122,78.2,10,0,36,143,258,1,10,6,754,126.9,114.6,121,86.5,1
Pawmot,Urshifu (Single Strike),4,6,134,34,293,4,6,4,923,144.5,94.3,113,79.0,6,2,129,34,81,2,6,6,892,136.6,97.8,121,82.4,1
Gabite,Seviper,3,11,93,60,97,11,11,7,444,128.8,101.0,133,64.1,14,0,97,188,295,14,14,13,336,138.8,89.5,130,71.2,0
Kangaskhan,Vibrava,13,0,95,251,52,11,13,2,115,115.9,112.8,148,77.3,11,3,21,223,41,3,11,1,329,125.2,95.8,127,67.7,1
Bellossom,Weavile,10,0,1,143,58,14,10,5,182,115.7,132.9,126,83.3,2,12,123,19,104,2,12,2,461,143.1,103.4,106,65.8,0
Muk,Ursaring,14,0,97,270,55,14,4,2,89,117.3,111.3,146,76.2,13,0,119,262,47,9,13,6,217,140.3,89.1,128,82.3,0
Linoone (Galarian),Dragonair,2,13,123,26,60,2,13,11,264,114.6,112.2,152,68.9,3,0,21,13,295,3,18,13,148,126.0,111.0,127,83.5,0
Gabite,Dwebble,3,11,93,60,97,11,11,7,444,128.8,101.0,133,64.1,1,16,121,218,296,16,16,1,557,111.8,120.2,127,61.2,1
Musharna,Stakataka,15,0,13,205,58,4,15,5,518,113.7,108.9,159,58.2,16,17,112,253,43,16,16,11,805,119.4,169.8,92,68.3,1
Dedenne,Floatzel,4,5,134,183,187,4,4,5,702,124.2,108.7,133,90.3,18,0,139,11,262,18,18,13,419,143.8,81.1,133,69.3,1
Dunsparce,Unfezant,13,0,114,79,216,16,11,16,206,104.8,111.0,183,85.5,13,8,3,242,128,8,8,13,521,139.2,96.2,120,48.6,1
Drifloon,Ponyta (Galarian),9,8,40,137,230,9,12,9,425,110.9,79.8,186,79.4,15,0,104,262,187,15,13,5,77,134.8,109.4,113,58.7,1
Drifloon,Meowscarada,9,8,40,137,230,9,12,9,425,110.9,79.8,186,79.4,10,2,83,172,105,10,2,10,908,141.6,95.0,118,72.1,1
Tyranitar,Volcanion,16,2,121,38,253,16,2,16,248,130.2,109.4,121,63.9,7,18,77,245,182,7,14,7,721,135.6,117.4,103,70.2,1
Kommo-o,Slowbro,3,6,23,45,71,3,3,3,784,123.7,138.4,105,83.0,18,15,139,260,131,18,18,12,80,113.4,120.9,143,67.2,0
Stunfisk,Fuecoco,11,4,134,166,62,4,11,4,618,101.8,127.9,169,91.3,7,0,77,52,97,7,2,7,909,106.7,93.3,152,64.5,1
Dragonite,Xatu,3,8,21,71,258,3,3,6,149,135.8,108.4,111,82.7,15,8,3,4,109,8,8,15,178,132.9,107.3,118,56.0,0
Mew,Vullaby,15,0,119,293,205,9,4,15,151,120.5,119.4,129,83.1,2,8,3,31,104,8,8,2,629,100.8,129.4,157,75.8,0
Nidoking,Onix,14,11,36,223,82,1,11,11,34,130.1,104.1,127,71.7,16,11,112,32,253,16,3,16,95,84.0,207.6,105,64.8,0
Tinkaton,Axew,5,17,28,187,43,5,5,11,959,107.3,136.3,143,88.3,3,0,117,71,13,13,3,18,610,139.5,95.2,121,50.9,1
Gengar,Eldegoss,9,14,119,235,245,9,9,14,94,156.6,94.3,97,80.7,10,0,11,111,86,10,10,10,830,109.1,159.7,118,66.7,0
Kubfu,Pumpkaboo (Super),6,0,16,47,34,6,6,6,891,136.6,95.6,125,66.9,9,10,4,111,104,9,10,2,710,111.8,113.4,141,80.8,0
Shaymin (Sky),Muk (Alolan),10,8,89,111,86,10,10,10,492,138.1,93.6,124,55.7,14,2,97,55,1,14,2,14,89,117.3,111.3,146,74.5,0
Carracosta,Hattrem,18,16,139,146,9,18,18,16,565,121.8,127.9,118,63.2,15,0,15,205,58,15,15,5,857,123.2,115.3,127,62.8,1
Clawitzer,Corphish,18,0,139,48,131,18,18,12,693,134.4,110.5,111,55.7,18,0,7,11,211,18,18,18,341,131.1,95.8,117,61.4,1
Basculin,Drowzee,18,0,139,13,11,18,18,18,550,134.0,96.5,129,72.6,15,0,15,205,213,15,15,13,96,87.4,126.9,142,55.2,1
Pachirisu,Nidorina,4,0,137,270,273,4,4,4,417,91.6,157.1,142,85.2,14,0,99,188,273,14,14,4,30,110.9,113.4,157,81.1,0
Beheeyem,Golem (Alolan),15,0,15,216,55,15,16,2,606,134.4,105.7,116,55.2,16,4,114,293,215,16,4,16,76,125.2,121.7,117,76.8,1
Bellibolt,Murkrow,4,0,129,297,183,2,4,4,939,115.1,107.7,156,88.7,2,8,29,78,104,2,8,2,198,143.5,80.9,134,62.5,0
Appletun,Ninetales,10,3,4,180,227,9,3,10,842,117.2,100.8,162,67.9,7,0,25,287,182,7,7,7,38,115.1,133.6,126,84.8,0
Bibarel,Volcanion,13,18,114,260,130,16,18,13,400,124.2,97.7,149,77.1,7,18,77,245,182,7,14,7,721,135.6,117.4,103,70.2,1
Frigibax,Popplio,3,12,74,19,71,12,12,3,996,125.2,84.9,149,72.2,18,0,139,13,11,18,18,18,728,113.4,99.2,127,63.3,0
Geodude (Alolan),Electabuzz,16,4,137,218,216,4,16,16,74,123.5,123.5,113,69.2,4,0,134,270,213,4,4,13,125,130.9,112.6,115,72.5,1
Boltund,Bellibolt,4,0,124,52,267,4,2,4,836,136.3,97.5,123,58.4,4,0,129,297,183,2,4,4,939,115.1,107.7,156,88.7,0
Togekiss,Carbink,5,8,14,205,15,5,15,6,468,124.8,125.3,114,75.9,16,5,112,191,164,16,16,5,703,84.9,247.9,126,90.3,0
Amoonguss,Dwebble,10,14,4,111,104,9,10,2,591,110.4,102.0,181,83.9,1,16,121,218,296,16,16,1,557,111.8,120.2,127,61.2,1
Gurdurr,Mesprit,6,0,97,34,253,14,6,16,533,124.8,99.8,143,67.2,15,0,15,262,109,15,13,15,481,124.1,125.8,116,62.3,1
Salazzle,Manectric,14,7,77,188,74,7,14,3,758,146.6,90.9,114,81.9,4,0,133,201,293,4,15,4,310,142.5,91.3,120,73.0,1
Dugtrio,Qwilfish,11,0,95,166,253,11,11,16,51,136.4,120.5,99,76.4,18,14,99,13,131,14,18,12,211,130.5,105.5,123,84.7,1
Tapu Fini,Oricorio (Pom-Pom),18,5,139,260,169,18,18,5,788,115.3,155.3,108,77.9,4,8,3,7,4,8,8,8,741,130.9,101.4,128,66.2,0
Heliolisk,Shiinotic,4,13,137,32,183,4,3,4,695,137.1,112.0,105,76.4,10,5,4,164,227,9,5,10,756,116.8,132.3,124,73.2,0
Arctibax,Nuzleaf,3,12,21,19,71,3,12,3,997,123.1,97.7,151,82.5,10,2,29,143,104,2,10,2,274,125.2,78.1,157,65.2,1
Alomomola,Machamp,18,0,142,127,24,18,18,12,594,96.7,98.8,240,73.9,6,0,81,49,253,6,6,16,68,136.4,97.2,124,86.3,0
Sandslash (Alolan),Cloyster,12,17,119,133,79,9,12,11,28,116.6,132.6,124,86.8,18,12,75,137,146,12,12,18,91,119.7,166.0,94,68.5,0
Simisear,Azelf,7,0,31,52,97,7,2,7,514,136.6,94.5,126,63.6,15,0,15,262,109,15,13,15,482,152.6,91.4,105,56.6,0
Delcatty,Blissey,13,0,14,293,61,5,4,5,301,112.7,115.2,153,68.1,13,0,147,293,58,15,4,5,242,81.4,110.2,307,66.3,0
Omanyte,Blaziken,16,18,93,218,215,11,16,16,138,129.2,131.7,102,68.8,7,6,31,23,21,7,7,7,257,144.4,90.8,118,72.2,1
Umbreon,Electrode,2,0,123,55,141,2,2,13,197,90.2,177.0,155,82.0,4,0,137,62,128,4,4,13,101,123.1,127.2,116,70.6,1
Aron,Piloswine,17,16,92,218,26,17,16,13,304,114.3,131.1,127,83.5,12,11,102,135,118,12,12,11,221,121.1,98.2,155,82.1,0
Cofagrigus,Polteageist,9,0,119,230,55,9,9,2,563,112.2,168.3,106,81.4,9,0,40,230,55,9,9,2,855,144.5,114.5,94,64.0,1
Gurdurr,Boldore,6,0,97,34,253,14,6,16,533,124.8,99.8,143,67.2,16,0,95,216,43,11,16,11,525,123.3,110.7,131,64.2,1
Rotom,Nidoking,4,9,4,273,176,9,4,9,479,133.6,123.0,102,69.3,14,11,36,223,82,1,11,11,34,130.1,104.1,127,71.7,0
Crabominable,Celebi,6,12,7,133,34,18,12,6,740,136.8,87.9,135,60.5,15,10,89,227,144,10,10,10,251,120.5,119.4,129,61.7,0
Articuno,Empoleon,12,8,75,279,9,12,12,16,144,113.2,143.6,122,70.7,18,17,91,125,78,17,18,8,395,125.8,115.9,122,80.1,0
