Pokemon,WinTypes,LoseTypes,WinFastMoves,LoseFastMoves,WinChargedMoves,LoseChargedMoves
Omastar,"['Psychic', 'Flying']","['Dragon']","{'Air Slash': 3, 'Acid': 4}","{'Ember': 4, 'Water Gun': 2}","{'Air Cutter': 3, 'Aerial Ace': 3, 'Surf*': 4, 'Shadow Ball': 4}","{'Fire Punch': 4, 'Wild Charge': 4, 'Muddy Water': 2, 'Dragon Pulse': 2}"
Oricorio (Pa'u),"['Bug', 'Grass']","['Rock', 'Water', 'Water', 'Ice']",{'Bug Bite': 3},"{'Mud Shot': 3, 'Ice Shard*': 2}","{'Energy Ball': 3, 'Silver Wind': 3}","{'Rock Slide*': 3, 'Hydro Pump': 3, 'Icy Wind*': 2, 'Drill Run': 2}"
Wugtrio,"['Normal', 'Poison']","['Ground', 'Flying']","{'Tackle': 2, 'Infestation': 2}",{'Mud Shot': 4},"{'Wild Charge': 2, 'Stomp': 2, 'Sludge': 2, 'Dark Pulse': 2}","{'Earth Power': 4, 'Rock Slide': 4}"
Stantler,"['Bug', 'Grass']","['Water', 'Ground', 'Flying']",{'Shadow Claw*': 1},"{'Mud Slap': 2, 'Mud Shot': 3}","{'Leaf Blade': 1, 'X-Scissor': 1}","{'Liquidation': 2, 'Surf': 2, 'Earth Power': 3, 'Rock Slide': 3}"
Clauncher,"['Ghost', 'Fire']",[],{'Ember': 4},{},"{'Energy Ball': 4, 'Flame Burst': 4}",{}
Lampent,[],"['Water', 'Fairy', 'Psychic']",{},"{'Water Gun': 4, 'Charm': 4, 'Confusion': 4}",{},"{'Aqua Jet': 4, 'Crabhammer': 4, 'Psychic Fangs': 4, 'Body Slam': 4, 'Rock Slide': 4, 'Future Sight': 4}"
Mr. Rime,"['Fighting', 'Ice']","['Grass', 'Flying']",{'Bubble': 4},{'Air Slash': 2},"{'Ice Punch': 4, 'Brick Break': 4}","{'Leaf Blade': 2, 'Aerial Ace': 2}"
Crabominable,[],"['Ice', 'Psychic', 'Water', 'Fighting', 'Bug', 'Fighting', 'Normal']",{'Poison Sting': 4},"{'Confusion': 4, 'Waterfall': 1, 'Counter': 4, 'Sucker Punch': 3}","{'X-Scissor': 4, 'Megahorn': 4}","{'Icy Wind': 4, 'Psychic': 4, 'Hydro Pump': 1, 'Blizzard': 1, 'Dynamic Punch': 3, 'Brutal Swing*': 3, 'Superpower': 4, 'Lunge': 4, 'Swift': 3, 'Trailblaze': 3}"
Gothorita,"['Water', 'Electric', 'Grass', 'Steel', 'Water', 'Grass']",[],"{'Bubble': 2, 'Metal Claw': 3}",{},"{'Thunderbolt': 3, 'Water Pulse': 3, 'Iron Head': 3, 'Return': 3, 'Scald': 2, 'Grass Knot': 2}",{}
Chinchou,"['Ice', 'Psychic', 'Rock', 'Psychic', 'Electric', 'Water']","['Psychic']","{'Powder Snow': 2, 'Psywave': 2, 'Thunder Shock': 3}","{'Confusion': 3, 'Incinerate': 4}","{'Psyshock': 2, 'Ice Punch': 2, 'Rock Slide': 2, 'Moonblast': 2, 'Thunderbolt': 3, 'Hydro Pump': 3}","{'Future Sight': 3, 'Psychic': 3, 'Rock Slide': 4, 'Overheat': 4}"
Toucannon,"['Water', 'Poison', 'Grass', 'Normal', 'Fire', 'Fire', 'Bug']","['Ice', 'Ground', 'Normal', 'Dragon', 'Water', 'Water', 'Fairy']","{'Poison Sting': 2, 'Magical Leaf': 1, 'Ember': 3}","{'Powder Snow': 3, 'Dragon Breath': 4, 'Rollout': 3, 'Bubble': 2}","{'Wrap': 2, 'Water Pulse': 2, 'Earth Power': 1, 'Trailblaze': 1, 'Fire Punch': 2, 'Return': 2, 'Lunge': 3, 'Crunch': 3}","{'Icicle Spear': 3, 'High Horsepower': 3, 'Swift': 4, 'Fly': 4, 'Surf': 3, 'Return': 3, 'Ice Beam': 2, 'Play Rough': 2}"
Tentacool,"['Electric', 'Grass', 'Grass', 'Poison']","['Normal', 'Flying', 'Fire', 'Water', 'Psychic', 'Flying']","{'Thunder Shock': 2, 'Astonish': 2}","{'Bullet Seed': 2, 'Vine Whip': 4, 'Incinerate': 4, 'Confusion': 3}","{'Wild Charge': 2, 'Swift': 2, 'Grass Knot': 2, 'Foul Play': 2}","{'Drill Peck': 2, 'Rock Blast': 2, 'Grass Knot': 4, 'Sludge Bomb': 4, 'Overheat': 4, 'Fly': 3, 'Psychic Fangs': 3}"
Whirlipede,['Grass'],[],{'Bullet Seed': 2},{},"{'Sludge Bomb': 2, 'Leaf Storm': 2}",{}
Sunflora,[],"['Bug', 'Poison', 'Fighting', 'Fire']",{},"{'Poison Sting': 2, 'Karate Chop': 2, 'Ember': 2}",{},"{'Sludge Bomb': 2, 'Signal Beam': 2, 'Cross Chop': 2, 'Return': 2, 'Weather Ball (Fire)': 2, 'Solar Beam': 2}"
Beautifly,"['Water', 'Poison', 'Ground', 'Electric']",[],"{'Water Gun': 1, 'Poison Sting': 3, 'Volt Switch': 3}",{'Hex': 4},"{'Aqua Jet': 1, 'Crunch': 1, 'Earthquake': 3, 'Stone Edge': 3, 'Thunder Cage*': 3, 'Hyper Beam': 3}","{'Icy Wind': 4, 'Shadow Ball': 4}"
Totodile,"['Normal', 'Ice', 'Water']","['Bug', 'Flying']","{'Astonish': 4, 'Vine Whip': 4, 'Quick Attack': 4, 'Powder Snow': 3}",{'Infestation': 1},"{'Grass Knot': 4, 'Foul Play': 4, 'Leaf Blade': 4, 'Brick Break': 4, 'Swift': 4, 'Dig': 4, 'Surf': 3, 'Body Slam': 3}","{'Air Cutter': 1, 'Silver Wind': 1}"
Crabrawler,"['Normal', 'Flying']","['Normal', 'Flying']",{'Steel Wing': 2},{'Steel Wing': 2},"{'Fly': 2, 'Drill Run': 2}","{'Sky Attack': 2, 'Night Shade': 2}"
Fearow,"['Water', 'Grass']","['Fighting', 'Ground', 'Rock', 'Steel', 'Normal', 'Psychic', 'Water']","{'Fury Cutter': 3, 'Razor Leaf': 3}","{'Bubble': 2, 'Mud Slap': 2, 'Spark': 2, 'Confusion': 2, 'Water Gun': 2}","{'Aqua Tail': 3, 'X-Scissor': 3, 'Grass Knot': 3, 'Energy Ball': 3}","{'Crabhammer': 2, 'Power-Up Punch': 2, 'Bone Club': 2, 'Rock Slide': 2, 'Zap Cannon': 2, 'Psychic Fangs': 2, 'Trailblaze': 2, 'Cross Chop': 2, 'Liquidation': 2}"
Eevee,"['Normal', 'Poison']","['Grass', 'Water', 'Ghost', 'Water', 'Rock']","{'Bite': 3, 'Infestation': 2}","{'Acid': 3, 'Hex': 2, 'Water Gun': 4, 'Rock Throw': 4}","{'Stomp': 3, 'Disarming Voice': 3, 'Body Slam': 2, 'Seed Bomb': 2}","{'Dazzling Gleam': 3, 'Leaf Blade': 3, 'Surf': 2, 'Shadow Ball': 2, 'Aqua Jet': 4, 'Crunch': 4, 'Stone Edge': 4, 'Rock Slide': 4}"
Loudred,[],"['Normal', 'Bug', 'Fairy']",{},"{'Quick Attack': 3, 'Fairy Wind': 3}",{},"{'Swift': 3, 'Dig': 3, 'Dazzling Gleam': 3, 'Bug Buzz': 3}"
Flaaffy,"['Bug', 'Flying', 'Rock', 'Bug']",[],"{'Bug Bite*': 2, 'Bite': 4, 'Struggle Bug': 2}",{},"{'Bug Buzz': 2, 'Signal Beam': 2, 'Rock Tomb': 4, 'Crunch': 4, 'Aqua Jet': 2, 'Ancient Power': 2}",{}
Butterfree,['Fighting'],"['Electric', 'Ghost', 'Flying', 'Electric']",{'Fury Cutter': 3},"{'Charge Beam': 2, 'Air Slash': 2, 'Volt Switch*': 1}","{'Leaf Blade': 3, 'Close Combat': 3}","{'Trailblaze': 2, 'Discharge': 2, 'Air Cutter': 2, 'Aerial Ace': 2, 'Dragon Claw': 1, 'Thunderbolt': 1}"
Lilligant,"['Grass', 'Poison', 'Ground']","['Electric', 'Bug']","{'Vine Whip': 2, 'Poison Sting': 3}","{'Spark': 2, 'Powder Snow': 4, 'Fury Cutter': 2}","{'Body Slam': 2, 'Seed Bomb': 2, 'Earth Power': 3, 'Poison Fang': 3}","{'Wild Charge': 2, 'Crunch': 2, 'Ice Beam': 4, 'Energy Ball': 4, 'Close Combat': 2, 'X-Scissor': 2}"
Chespin,[],"['Grass']",{},"{'Charm': 2, 'Fairy Wind': 4}",{},"{'Petal Blizzard': 2, 'Hyper Beam': 2, 'Moonblast': 4, 'Swift': 4}"
Bulbasaur,"['Water', 'Normal', 'Fire']","['Dark', 'Normal']","{'Water Gun': 4, 'Rollout': 3, 'Fire Spin': 4}","{'Sucker Punch': 1, 'Tackle': 2}","{'Surf': 4, 'Water Pulse': 4, 'Drill Run': 3, 'Rock Slide': 3, 'Thunder Punch': 4, 'Flamethrower': 4}","{'Night Slash': 1, 'Play Rough': 1, 'Body Slam': 2, 'Bulldoze': 2}"
Drizzile,"['Steel', 'Fairy', 'Water']","['Grass', 'Poison', 'Psychic', 'Normal', 'Flying']","{'Astonish': 1, 'Bubble': 3}","{'Vine Whip': 4, 'Confusion': 3, 'Air Slash': 2}","{'Foul Play': 1, 'Play Rough': 1, 'Crabhammer': 3, 'X-Scissor': 3}","{'Power Whip': 4, 'Sludge Bomb': 4, 'Swift': 3, 'Future Sight': 3, 'Sky Attack': 2, 'Hyper Beam': 2}"
Ponyta (Galarian),"['Electric', 'Normal']",[],"{'Spark': 4, 'Double Kick': 3}",{},"{'Crunch': 4, 'Thunder': 4, 'Triple Axel': 3, 'Focus Blast': 3}",{}
Boltund,['Normal'],"['Psychic', 'Bug', 'Water']",{'Shadow Claw': 2},"{'Psycho Cut': 4, 'Fury Cutter': 4}","{'Swift': 2, 'Grass Knot': 2}","{'Swift': 4, 'Play Rough': 4, 'X-Scissor': 4, 'Aqua Jet': 4}"
Dodrio,"['Bug', 'Poison']","['Bug']","{'Tackle': 2, 'Poison Jab': 2}","{'Fury Cutter': 3, 'Thunder Shock': 4}","{'Silver Wind': 2, 'Dazzling Gleam': 2, 'Sludge': 2, 'Mud Bomb': 2}","{'X-Scissor': 3, 'Drill Run': 3, 'Ice Punch': 4, 'Wild Charge': 4}"
Illumise,"['Psychic', 'Dark', 'Ice']","['Normal', 'Flying', 'Ghost', 'Ground']","{'Counter': 3, 'Snarl': 2}","{'Steel Wing': 2, 'Astonish': 2}","{'Return': 3, 'Mirror Coat': 3, 'Avalanche': 2, 'Foul Play': 2}","{'Brave Bird': 2, 'Drill Peck': 2, 'Scorching Sands': 2, 'Shadow Ball': 2}"
Alakazam,"['Psychic', 'Normal', 'Psychic', 'Flying']","['Grass']","{'Confusion': 2, 'Dragon Breath': 1, 'Quick Attack': 1, 'Air Slash': 2}","{'Acid': 1, 'Quick Attack': 3}","{'Shadow Ball': 2, 'Psychic': 2, 'Sky Attack': 1, 'Moonblast*': 1, 'Swift': 1, 'Fire Punch': 1, 'Brave Bird': 2, 'Fly': 2}","{'Sludge Bomb': 1, 'Petal Blizzard': 1, 'Leaf Blade': 3, 'Last Resort*': 3}"
Meowstic (Female),"['Dark', 'Flying']","['Psychic', 'Psychic', 'Rock', 'Psychic']","{'Air Slash': 3, 'Fury Cutter': 4}","{'Psycho Cut': 2, 'Astonish': 3, 'Mud Slap': 2, 'Charge Beam': 2}","{'Brave Bird': 3, 'Foul Play': 3, 'Psyshock': 4, 'Return': 4}","{'Fire Punch': 2, 'Shadow Ball': 3, 'Psyshock': 2, 'Rock Slide': 2, 'Bulldoze': 2, 'Dazzling Gleam': 2}"
Snover,"['Psychic', 'Flying', 'Grass']",[],"{'Air Slash': 4, 'Vine Whip': 3, 'Charm': 4}",{},"{'Brave Bird': 4, 'Fly': 4, 'Power Whip': 3, 'Rock Slide': 3, 'Petal Blizzard': 4, 'Hyper Beam': 4}",{}
Braviary (Hisuian),[],"['Grass', 'Ice', 'Psychic']",{'Fury Cutter': 4},"{'Powder Snow': 4, 'Psycho Cut': 2}","{'Aerial Ace': 4, 'Night Slash': 4}","{'Ice Beam': 4, 'Energy Ball': 4, 'Fire Punch': 2, 'Shadow Ball': 2}"
Musharna,['Water'],"['Electric', 'Steel']",{'Bubble': 4},{'Thunder Shock': 3},"{'Razor Shell': 4, 'Water Pulse': 4}","{'Fell Stinger': 3, 'Wild Charge': 3}"
Krabby,"['Fairy']","['Psychic', 'Normal', 'Bug', 'Flying']","{'Ember': 4, 'Fairy Wind': 2}","{'Charge Beam': 4, 'Tackle': 4, 'Bug Bite': 3}","{'Crunch': 4, 'Flamethrower': 4, 'Play Rough': 2, 'Energy Ball': 2}","{'Psyshock': 4, 'Dazzling Gleam': 4, 'Body Slam': 4, 'Trailblaze': 4, 'Aerial Ace': 3, 'Ancient Power': 3}"
Floragato,['Normal'],"['Normal', 'Flying']",{'Bite': 4},"{'Mud Shot': 4, 'Incinerate': 4, 'Wing Attack': 1}","{'Rock Tomb': 4, 'Crunch': 4}","{'Sludge': 4, 'Ice Beam': 4, 'Dragon Pulse': 4, 'Overheat': 4, 'Brave Bird': 1, 'Fly': 1}"
Gumshoos,[],"['Grass']",{},"{'Leafage': 4, 'Charge Beam': 4}",{},"{'Grass Knot': 4, 'Play Rough': 4, 'Trailblaze': 4, 'Discharge': 4}"
Liepard,"['Ice', 'Psychic']","['Poison', 'Dark', 'Fire', 'Normal']","{'Confusion': 1, 'Force Palm': 4}","{'Poison Jab': 3, 'Incinerate': 3}","{'Ice Punch': 1, 'Triple Axel': 1, 'Dynamic Punch': 4, 'Grass Knot*': 4}","{'Crunch': 3, 'Sludge Bomb': 3, 'Flame Charge': 3}"
Mr. Mime (Galarian),"['Rock', 'Ice', 'Normal', 'Bug', 'Fairy']","['Dark', 'Fairy', 'Steel']","{'Powder Snow': 2, 'Rollout': 3, 'Fairy Wind': 3}","{'Snarl': 1, 'Fairy Wind': 2}","{'Weather Ball (Ice)': 2, 'Dazzling Gleam': 3, 'Thunderbolt': 3, 'Body Slam': 3, 'Bug Buzz': 3}","{'Dark Pulse': 1, 'Play Rough': 2, 'Flash Cannon': 2}"
Koffing,"['Fighting', 'Bug', 'Poison', 'Fairy', 'Bug', 'Electric']","['Water', 'Fire', 'Electric', 'Normal', 'Electric']","{'Tackle': 3, 'Poison Sting': 2, 'Charm': 4, 'Volt Switch*': 3}","{'Mud Slap': 2, 'Ember': 2, 'Volt Switch': 3, 'Thunder Fang': 1}","{'Body Slam': 3, 'Crunch': 4, 'X-Scissor': 3, 'Megahorn': 2, 'Close Combat': 4, 'Fly': 3}","{'Liquidation': 2, 'Surf': 2, 'Overheat': 2, 'Earthquake': 2, 'Breaking Swipe': 3, 'Parabolic Charge': 3, 'Psychic Fangs': 1, 'Wild Charge': 1}"
Pancham,"['Fighting', 'Normal']",['Poison'],"{'Fury Cutter': 4, 'Double Kick': 2}",{'Infestation': 3},"{'Leaf Blade': 4, 'Close Combat': 4, 'Body Slam': 2, 'Payback': 2}","{'Sludge': 3, 'Dark Pulse': 3}"
Komala,"['Poison', 'Bug', 'Rock', 'Grass']",['Electric'],"{'Infestation': 3, 'Fury Cutter': 3, 'Bullet Seed': 3}",{'Volt Switch*': 2},"{'Body Slam': 3, 'Seed Bomb': 3, 'X-Scissor': 3, 'Rock Slide': 3, 'Aerial Ace': 3, 'Petal Blizzard': 3}","{'Dragon Claw': 2, 'Thunderbolt': 2}"
Garbodor,"['Normal', 'Electric']","['Normal', 'Normal', 'Normal', 'Ice', 'Flying']","{'Tackle': 2, 'Volt Switch': 3}","{'Rollout': 3, 'Mud Shot': 2, 'Quick Attack': 2, 'Ice Shard': 3}","{'Body Slam': 2, 'Trailblaze': 2, 'Thunder Cage*': 3, 'Hyper Beam': 3}","{'Payback': 3, 'Bulldoze': 3, 'Stomp': 2, 'Megahorn': 2, 'Swift': 2, 'Dig': 2, 'Triple Axel': 3, 'Ancient Power': 3}"
Watchog,['Water'],[],{'Mud Shot': 1},{},"{'Aqua Tail': 1, 'Horn Attack': 1}",{}
Goldeen,['Psychic'],['Normal'],{'Confusion': 3},{'Bite': 1},"{'Swift': 3, 'Future Sight': 3}","{'Crunch': 1, 'Hyper Fang': 1}"
Sawsbuck,"['Grass', 'Psychic', 'Bug', 'Steel', 'Water', 'Dark', 'Ice', 'Water']",['Psychic'],"{'Confusion': 3, 'Fury Cutter': 3, 'Water Shuriken': 2, 'Powder Snow': 3}",{'Confusion': 2},"{'Seed Bomb': 3, 'Ancient Power': 3, 'X-Scissor': 3, 'Techno Blast (Normal)*': 3, 'Hydro Cannon*': 2, 'Night Slash': 2, 'Surf': 3, 'Body Slam': 3}","{'Psyshock': 2, 'Surf': 2}"
Exeggcute,[],"['Normal', 'Grass', 'Rock']",{},"{'Feint Attack': 3, 'Lock On': 2}",{},"{'Wild Charge': 3, 'Trailblaze': 3, 'Stone Edge': 2, 'Focus Blast': 2}"
Hoopa,['Psychic'],"['Fire', 'Fighting', 'Dragon']",{'Confusion': 1},"{'Fire Spin': 4, 'Dragon Breath': 4}","{'Swift': 1, 'Future Sight': 1}","{'Close Combat': 4, 'Blast Burn*': 4, 'Aqua Tail': 4, 'Thunder Punch*': 4}"
Azelf,"['Dragon', 'Ground', 'Water', 'Poison', 'Ground']","['Psychic', 'Dark', 'Dragon', 'Water', 'Poison', 'Dark']","{'Mud Shot': 2, 'Water Gun': 3, 'Ember': 4, 'Fury Cutter*': 2}","{'Confusion': 1, 'Dragon Tail': 3, 'Fury Cutter': 3, 'Bite': 3}","{'Dig': 2, 'Flamethrower': 4, 'Surf': 3, 'Water Pulse': 3, 'Superpower*': 4, 'Sand Tomb': 2, 'Earth Power': 2}","{'Dark Pulse': 1, 'Shadow Ball': 1, 'Breaking Swipe*': 3, 'Surf': 3, 'Hydro Cannon*': 3, 'Megahorn': 3, 'Crunch': 3, 'Trailblaze': 3}"
Maractus,['Water'],"['Normal', 'Water']",{'Bubble': 3},"{'Rollout': 3, 'Mud Slap': 4, 'Bubble': 3}","{'Drill Peck': 3, 'Icy Wind': 3}","{'Payback': 3, 'Bulldoze': 4, 'Rock Slide': 4, 'Surf': 3, 'Aerial Ace': 3}"
Piplup,['Psychic'],"['Grass', 'Grass', 'Fairy']",{'Shadow Claw': 2},"{'Bullet Seed': 3, 'Astonish': 3}","{'Wild Charge': 2, 'Psyshock': 2}","{'Aerial Ace': 3, 'Petal Blizzard': 3, 'Moonblast': 3, 'Seed Bomb': 3}"
Exeggutor,"['Rock', 'Ground', 'Water', 'Fighting', 'Rock', 'Ground']","['Rock', 'Grass']","{'Rock Throw': 3, 'Mud Slap': 3, 'Wing Attack': 3, 'Bite': 2}","{'Thunder Shock': 4, 'Acid': 3}","{'Rock Slide': 3, 'Rock Blast': 3, 'Drill Run': 3, 'Rock Tomb': 3, 'Close Combat': 3, 'Aqua Jet': 3, 'Ancient Power': 2, 'Dig': 2}","{'Aura Wheel': 4, 'Psychic Fangs': 4, 'Ancient Power': 3, 'Grass Knot': 3}"
Nosepass,[],"['Grass', 'Psychic', 'Ice', 'Water', 'Bug', 'Electric']",{},"{'Bullet Seed': 3, 'Powder Snow': 4, 'Volt Switch*': 4}",{},"{'Seed Bomb': 3, 'Psychic': 3, 'Surf': 4, 'Body Slam': 4, 'Weather Ball (Ice)': 4, 'Thunderbolt': 4, 'X-Scissor': 4, 'Discharge': 4}"
Octillery,"['Rock', 'Psychic', 'Flying']",[],"{'Smack Down': 4, 'Air Slash': 2}",{},"{'Rock Slide': 4, 'Flamethrower': 4, 'Aerial Ace': 2, 'Future Sight': 2}",{}
Rampardos,"['Electric', 'Grass', 'Dark']","['Water', 'Water']","{'Thunder Shock': 1, 'Sucker Punch': 1}","{'Lock On': 4, 'Water Gun': 3}","{'Wild Charge': 1, 'Swift': 1, 'Night Slash': 1, 'Play Rough': 1}","{'Octazooka': 4, 'Gunk Shot': 4, 'Weather Ball (Water)': 3, 'Thunder': 3}"
Bergmite,"['Psychic', 'Flying', 'Poison', 'Fire', 'Flying']","['Poison', 'Ground', 'Water']","{'Air Slash': 2, 'Lock On': 4, 'Incinerate': 3, 'Ice Fang': 4}","{'Poison Sting': 1, 'Water Gun': 1}","{'Aerial Ace': 2, 'Future Sight': 2, 'Blizzard': 4, 'Thunder*': 4, 'Poison Fang': 3, 'Dragon Pulse': 3, 'Ice Punch': 4, 'Ice Beam': 4}","{'Earthquake': 1, 'Stone Edge': 1, 'Weather Ball (Water)': 1, 'Thunder': 1}"
Xatu,[],"['Ice', 'Water', 'Fairy', 'Water', 'Flying']",{},"{'Tackle': 2, 'Water Gun': 3, 'Lock On': 2, 'Air Slash': 2}",{},"{'Icy Wind': 2, 'Crunch': 2, 'Surf': 3, ""Nature's Madness*"": 3, 'Octazooka': 2, 'Gunk Shot': 2, 'Grass Knot': 2, 'Hurricane': 2}"
Deerling,"['Water', 'Normal', 'Ground']","['Fire', 'Dragon', 'Ghost', 'Poison']","{'Water Gun': 2, 'Quick Attack': 3}","{'Incinerate': 3, 'Astonish': 3, 'Poison Sting': 2}","{'Crabhammer': 2, 'Ice Beam': 2, 'Fire Punch': 3, 'Scorching Sands': 3}","{'Crunch': 3, 'Flamethrower': 3, 'Shadow Ball': 3, 'Outrage': 3, 'Poison Fang': 2, 'Thunderbolt': 2}"
Clawitzer,['Fire'],"['Normal', 'Grass']",{'Ember': 2},{'Tackle': 2},"{'Fire Punch': 2, 'Return': 2}","{'Wild Charge': 2, 'Trailblaze': 2}"
Shaymin (Sky),"['Rock', 'Ground', 'Normal', 'Fire', 'Ghost']","['Rock', 'Poison', 'Psychic', 'Grass']","{'Bite': 2, 'Sand Attack': 2, 'Incinerate': 2}","{'Counter': 3, 'Acid': 3, 'Quick Attack': 4, 'Vine Whip': 3}","{'Ancient Power': 2, 'Dig': 2, 'Wild Charge': 2, 'Crunch': 2, 'Torch Song': 2, 'Shadow Ball': 2}","{'Meteor Beam': 3, 'Trailblaze': 3, 'Surf*': 3, 'Shadow Ball': 3, 'Leaf Blade': 4, 'Last Resort*': 4, 'Body Slam': 3, 'Energy Ball': 3}"
Pupitar,['Ice'],"['Grass', 'Flying', 'Grass', 'Psychic']",{'Lock On': 2},"{'Magical Leaf': 2, 'Bullet Seed': 2, 'Air Slash': 2}","{'Blizzard': 2, 'Thunder*': 2}","{'Grass Knot': 2, 'Energy Ball': 2, 'Seed Bomb': 2, 'Psychic': 2, 'Leaf Blade': 2, 'Aerial Ace': 2}"
Beheeyem,"['Water', 'Fire', 'Dark', 'Fire', 'Poison', 'Ground']","['Electric', 'Fire']","{'Water Gun': 3, 'Fire Spin': 2, 'Dragon Breath': 4, 'Fairy Wind': 2, 'Ember': 4, 'Poison Sting': 4}","{'Ice Fang': 4, 'Thunder Shock': 2}","{'Surf': 3, 'Shadow Ball': 3, 'Flame Charge': 2, 'Flamethrower': 4, 'Aqua Tail': 4, 'Wrap': 4, 'Sludge': 2, 'Brutal Swing': 2, 'Crunch': 4, 'Earthquake': 4, 'Stone Edge': 4}","{'Avalanche': 4, 'Superpower': 4, 'Overheat': 2, 'Thunderbolt': 2}"
Inteleon,[],"['Psychic', 'Steel']",{'Charm': 1},"{'Confusion': 3, 'Metal Sound': 4}","{'Close Combat': 1, 'Crunch': 1}","{'Rock Slide': 3, 'Dark Pulse': 3, 'Mirror Shot': 4, 'Zap Cannon': 4}"
Drowzee,"['Normal', 'Flying', 'Grass', 'Steel']",[],"{'Peck': 2, 'Bullet Seed': 2}",{},"{'Drill Peck': 2, 'Rock Blast': 2, 'Power Whip': 2, 'Thunder': 2}",{}
Trumbeak,"['Normal']","['Psychic', 'Grass']","{'Thunder Shock': 4, 'Shadow Claw': 2}","{'Confusion': 2, 'Magical Leaf': 4}","{'Thunder Punch': 4, 'Return': 4, 'Aerial Ace': 2, 'Thunder': 2}","{'Psyshock': 2, 'Return': 2, 'Triple Axel': 4, 'High Jump Kick*': 4}"
Roggenrola,"['Bug', 'Water']","['Fire', 'Fire', 'Ghost']","{'Tackle': 2, 'Water Gun': 2}","{'Karate Chop': 2, 'Incinerate': 2}","{'Bug Buzz': 2, 'Thunderbolt': 2, 'Aqua Tail': 2, 'Aqua Jet': 2}","{'Fire Punch': 2, 'Scorching Sands': 2, 'Shadow Ball': 2, 'Flame Charge': 2}"
Volbeat,"['Fairy', 'Flying']","['Rock', 'Ice', 'Psychic', 'Fairy']",{'Charm': 2},"{'Smack Down': 2, 'Astonish': 3, 'Confusion': 1, 'Dragon Breath': 4}","{'Psyshock': 2, 'Aura Sphere*': 2}","{'Stone Edge': 2, 'Rock Blast': 2, 'Avalanche*': 3, 'Flash Cannon': 3, 'Psybeam': 1, 'Psychic': 1, 'Flamethrower': 4, 'Twister': 4}"
Elgyem,"['Grass', 'Poison', 'Water', 'Psychic']",[],"{'Poison Jab': 2, 'Psywave': 1}",{'Karate Chop*': 4},"{'Sludge Bomb': 2, 'Petal Blizzard': 2, 'Surf': 1, 'Power Gem': 1}","{'Rage Fist*': 4, 'Close Combat': 4}"
Roselia,[],"['Psychic', 'Dragon']",{},"{'Confusion': 2, 'Water Gun': 2}",{},"{'Dark Pulse': 2, 'Psychic': 2, 'Muddy Water': 2, 'Dragon Pulse': 2}"
Gorebyss,"['Normal', 'Water']","['Bug', 'Grass']","{'Zen Headbutt': 4, 'Bubble': 3}",{'Bug Bite': 2},"{'Body Slam*': 4, 'Disarming Voice': 4, 'Surf': 3, 'Aerial Ace': 3}","{'Energy Ball': 2, 'Bug Buzz': 2}"
Audino,[],['Water'],{},{'Water Gun': 4},{},"{'Water Pulse': 4, 'Psychic': 4}"
Jynx,['Water'],"['Normal', 'Psychic']",{'Dragon Breath': 3},{'Confusion': 2},"{'Hydro Pump': 3, 'Blizzard*': 3}","{'Brutal Swing': 2, 'Trailblaze': 2}"
Seadra,[],"['Ice', 'Psychic']",{},{'Confusion': 3},{},"{'Avalanche': 3, 'Psyshock': 3}"
Varoom,"['Bug', 'Fighting', 'Fire']","['Grass', 'Ice']","{'Water Shuriken': 4, 'Double Kick': 3}","{'Bullet Seed': 3, 'Ice Shard': 1}","{'Bug Buzz': 4, 'Acid Spray': 4, 'Flame Charge': 3, 'Trailblaze': 3}","{'Grass Knot': 3, 'Energy Ball': 3, 'Triple Axel': 1, 'Night Slash': 1}"
Accelgor,['Ghost'],"['Steel', 'Poison', 'Ice']",{'Hex': 1},"{'Metal Sound': 4, 'Ice Fang': 4}","{'Shadow Ball': 1, 'Dark Pulse': 1}","{'Gyro Ball': 4, 'Gunk Shot': 4, 'Avalanche': 4, 'Body Slam': 4}"
Cherrim (Overcast),"['Fairy', 'Water']",[],"{'Vine Whip': 1, 'Mud Shot': 3}",{},"{'Dazzling Gleam': 1, 'Psychic': 1, 'Weather Ball (Water)': 3, 'Earthquake*': 3}",{}
Flabebe,[],['Grass'],{},{'Bullet Seed': 1},{},"{'Dazzling Gleam': 1, 'Solar Beam': 1}"
Porygon-Z,"['Grass', 'Flying', 'Bug', 'Electric']","['Water', 'Rock']","{'Leafage': 4, 'Fury Cutter': 3}",{'Water Gun': 3},"{'Seed Bomb': 4, 'Energy Ball': 4, 'Discharge': 3, 'Lunge': 3}","{'Aqua Tail': 3, 'Ancient Power': 3}"
Rowlet,['Psychic'],"['Normal', 'Normal']",{'Hidden Power (Psychic)': 1},"{'Lock On': 4, 'Lick': 3, 'Double Kick': 4}","{'Struggle': 1, 'None': 1}","{'Tri Attack*': 4, 'Zap Cannon': 4, 'Body Slam*': 3, 'Power Whip': 3, 'Aqua Jet': 4, 'Trailblaze': 4}"
